Player,Position,Team,Age,Model_Rank,Expert_Rank,Rank_Difference,Model_Points,Expert_Points,Points_Difference,Edge_Category,ADP,Expert_Tier,Expert_Pos_Rank,Pos_Rank_Difference
Isaiah Davis,RB,NYJ,22.0,222,355.0,133.0,88.1,28.2,59.9,Strong Buy,,19.0,89.0,
Greg Dortch,WR,ARI,26.0,223,321.0,98.0,87.5,46.0,41.5,Strong Buy,,18.0,108.0,
Jordan Akins,TE,CLE,32.0,224,,,87.2,,,No Expert Data,,,,
Emari Demercado,RB,ARI,25.0,225,372.0,147.0,87.1,23.4,63.7,Strong Buy,,19.0,97.0,
Samaje Perine,RB,KAN,29.0,226,242.0,16.0,86.2,47.5,38.7,Slight Buy,152.5,17.0,67.0,
Tyler Boyd,WR,TEN,30.0,227,,,86.2,,,No Expert Data,,,,
Parker Washington,WR,JAX,22.0,228,371.0,143.0,85.8,34.6,51.2,Strong Buy,,19.0,122.0,
Michael Penix,QB,ATL,24.0,229,,,85.5,,,No Expert Data,,,,
Chris Olave,WR,NOR,24.0,230,120.0,-110.0,85.4,112.5,-27.1,Strong Fade,90.8,10.0,46.0,
Cedric Tillman,WR,CLE,24.0,231,169.0,-62.0,85.4,88.0,-2.6,Strong Fade,170.5,13.0,62.0,
Sterling Shepard,WR,TAM,31.0,232,443.0,211.0,84.6,16.7,67.9,Strong Buy,,21.0,154.0,
Noah Brown,WR,WAS,28.0,233,285.0,52.0,84.6,51.7,32.9,Strong Buy,264.4,17.0,97.0,
Kendre Miller,RB,NOR,22.0,234,198.0,-36.0,83.6,64.3,19.3,Fade,173.9,16.0,60.0,
Blake Corum,RB,LAR,24.0,235,234.0,-1.0,83.3,49.8,33.5,Consensus,200.3,17.0,65.0,
David Moore,WR,CAR,29.0,236,486.0,250.0,81.2,9.1,72.1,Strong Buy,,22.0,177.0,
Rashee Rice,WR,KAN,24.0,237,108.0,-129.0,79.9,119.7,-39.8,Strong Fade,59.8,10.0,41.0,
Rashid Shaheed,WR,NOR,26.0,238,106.0,-132.0,79.6,119.8,-40.2,Strong Fade,153.5,9.0,40.0,
Malik Willis,QB,GNB,25.0,239,541.0,302.0,79.6,16.0,63.6,Strong Buy,,26.0,41.0,
Miles Sanders,RB,CAR,27.0,240,194.0,-46.0,79.1,66.2,12.9,Fade,189.7,16.0,59.0,
Brandin Cooks,WR,DAL,31.0,241,228.0,-13.0,78.7,63.2,15.5,Slight Fade,,16.0,83.0,
Chris Rodriguez,RB,WAS,24.0,242,376.0,134.0,77.9,23.1,54.8,Strong Buy,,19.0,100.0,
Cam Akers,RB,2TM,25.0,243,377.0,134.0,77.1,22.6,54.5,Strong Buy,,19.0,101.0,
Raheem Mostert,RB,MIA,32.0,244,212.0,-32.0,76.8,56.6,20.2,Fade,194.4,17.0,63.0,
Carson Steele,RB,KAN,22.0,245,388.0,143.0,76.8,17.2,59.6,Strong Buy,,20.0,108.0,
AJ Barner,TE,SEA,22.0,246,184.0,-62.0,75.9,43.4,32.5,Strong Fade,,14.0,41.0,
Sean Tucker,RB,TAM,23.0,247,284.0,37.0,75.9,40.6,35.3,Buy,188.7,18.0,73.0,
Sincere McCormick,RB,LVR,24.0,248,398.0,150.0,75.6,15.2,60.4,Strong Buy,,20.0,115.0,
Curtis Samuel,WR,BUF,28.0,249,329.0,80.0,75.5,43.7,31.8,Strong Buy,,18.0,109.0,
Nick Chubb,RB,CLE,29.0,250,155.0,-95.0,74.9,85.1,-10.2,Strong Fade,137.3,14.0,49.0,
Christian Kirk,WR,JAX,28.0,251,165.0,-86.0,73.6,90.4,-16.8,Strong Fade,158.8,13.0,60.0,
Lil'Jordan Humphrey,WR,DEN,26.0,252,433.0,181.0,73.1,18.6,54.5,Strong Buy,,21.0,149.0,
Kimani Vidal,RB,LAC,23.0,253,390.0,137.0,72.9,16.6,56.3,Strong Buy,,20.0,110.0,
Dyami Brown,WR,WAS,25.0,254,222.0,-32.0,72.1,64.5,7.6,Fade,224.2,16.0,80.0,
Ja'Tavion Sanders,TE,CAR,21.0,255,161.0,-94.0,71.2,56.0,15.2,Strong Fade,187.0,12.0,34.0,
Marquez Valdes-Scantling,WR,2TM,30.0,256,235.0,-21.0,69.4,60.7,8.7,Fade,,16.0,85.0,
Theo Johnson,TE,NYG,23.0,257,139.0,-118.0,68.2,67.3,0.9,Strong Fade,205.0,10.0,29.0,
Zamir White,RB,LVR,25.0,258,327.0,69.0,67.4,33.6,33.8,Strong Buy,239.6,19.0,82.0,
Kendrick Bourne,WR,NWE,29.0,259,404.0,145.0,67.2,25.5,41.7,Strong Buy,,20.0,134.0,
Gus Edwards,RB,LAC,29.0,260,,,66.8,,,No Expert Data,,,,
Josh Oliver,TE,MIN,27.0,261,225.0,-36.0,66.7,26.1,40.6,Fade,,16.0,57.0,
Marcus Mariota,QB,WAS,31.0,262,543.0,281.0,66.7,12.7,54.0,Strong Buy,,26.0,43.0,
Hunter Luepke,RB,DAL,24.0,263,441.0,178.0,66.2,5.6,60.6,Strong Buy,,21.0,134.0,
Ezekiel Elliott,RB,DAL,29.0,264,,,65.7,,,No Expert Data,,,,
Colby Parkinson,TE,LAR,25.0,265,253.0,-12.0,64.4,19.6,44.8,Slight Fade,,17.0,71.0,
Troy Franklin,WR,DEN,21.0,266,314.0,48.0,63.1,47.0,16.1,Buy,222.2,18.0,104.0,
Michael Carter,RB,ARI,25.0,267,413.0,146.0,62.0,11.6,50.4,Strong Buy,,20.0,122.0,
Tommy Tremble,TE,CAR,24.0,268,216.0,-52.0,61.0,28.5,32.5,Strong Fade,,16.0,52.0,
Brandon Aiyuk,WR,SFO,26.0,269,144.0,-125.0,60.7,101.3,-40.6,Strong Fade,117.6,12.0,54.0,
Van Jefferson,WR,PIT,28.0,270,374.0,104.0,59.7,34.4,25.3,Strong Buy,,19.0,123.0,
Justin Watson,WR,KAN,28.0,271,476.0,205.0,59.3,12.1,47.2,Strong Buy,,22.0,166.0,
Josh Whyle,TE,TEN,25.0,272,231.0,-41.0,59.2,24.8,34.4,Fade,,16.0,60.0,
Tyler Johnson,WR,LAR,26.0,273,378.0,105.0,58.6,33.5,25.1,Strong Buy,,19.0,124.0,
Grant Calcaterra,TE,PHI,26.0,274,249.0,-25.0,58.6,20.3,38.3,Fade,,17.0,68.0,
Luke Schoonmaker,TE,DAL,26.0,275,244.0,-31.0,58.5,20.6,37.9,Fade,,17.0,65.0,
Gabriel Davis,WR,JAX,25.0,276,,,58.1,,,No Expert Data,,,,
Adonai Mitchell,WR,IND,22.0,277,293.0,16.0,58.1,50.7,7.4,Slight Buy,211.0,17.0,99.0,
Ty Johnson,RB,BUF,27.0,278,217.0,-61.0,57.6,55.1,2.5,Strong Fade,157.0,17.0,64.0,
Pierre Strong,RB,CLE,26.0,279,,,56.0,,,No Expert Data,,,,
Khalil Herbert,RB,2TM,26.0,280,278.0,-2.0,55.8,41.3,14.5,Consensus,,18.0,71.0,
Patrick Taylor,RB,SFO,26.0,281,393.0,112.0,55.4,16.2,39.2,Strong Buy,,20.0,112.0,
Dare Ogunbowale,RB,HOU,30.0,282,403.0,121.0,55.1,14.3,40.8,Strong Buy,,20.0,117.0,
Malik Washington,WR,MIA,23.0,283,335.0,52.0,54.6,42.8,11.8,Strong Buy,,18.0,112.0,
Tanner McKee,QB,PHI,24.0,284,561.0,277.0,54.4,8.7,45.7,Strong Buy,,27.0,61.0,
John Metchie,WR,HOU,24.0,285,458.0,173.0,54.2,14.3,39.9,Strong Buy,,21.0,160.0,
Mike Williams,WR,2TM,30.0,286,,,53.9,,,No Expert Data,,,,
Dawson Knox,TE,BUF,28.0,287,209.0,-78.0,53.7,31.2,22.5,Strong Fade,,15.0,48.0,
Jeremy McNichols,RB,WAS,29.0,288,384.0,96.0,52.7,20.7,32.0,Strong Buy,,20.0,106.0,
Ty Chandler,RB,MIN,26.0,289,380.0,91.0,52.4,22.1,30.3,Strong Buy,143.0,19.0,102.0,
Jordan Whittington,WR,LAR,24.0,290,277.0,-13.0,52.2,52.5,-0.3,Slight Fade,,17.0,95.0,
JuJu Smith-Schuster,WR,KAN,28.0,291,405.0,114.0,51.0,25.3,25.7,Strong Buy,,20.0,135.0,
Kalif Raymond,WR,DET,30.0,292,401.0,109.0,50.9,25.6,25.3,Strong Buy,,20.0,132.0,
Kenny McIntosh,RB,SEA,24.0,293,,,50.5,,,No Expert Data,,,,
Christian McCaffrey,RB,SFO,28.0,294,7.0,-287.0,49.5,220.6,-171.1,Strong Fade,14.4,3.0,7.0,
Desmond Ridder,QB,LVR,25.0,295,,,49.0,,,No Expert Data,,,,
Nick Vannett,TE,TEN,31.0,296,356.0,60.0,49.0,1.4,47.6,Strong Buy,,20.0,128.0,
Kenny Pickett,QB,PHI,26.0,297,534.0,237.0,48.8,59.4,-10.6,Strong Buy,217.0,22.0,34.0,
Jordan Mims,RB,NOR,25.0,298,420.0,122.0,48.2,10.0,38.2,Strong Buy,,20.0,126.0,
Nelson Agholor,WR,BAL,31.0,299,,,48.0,,,No Expert Data,,,,
Cedrick Wilson Jr.,WR,NOR,29.0,300,,,46.0,,,No Expert Data,,,,
Elijah Higgins,TE,ARI,24.0,301,247.0,-54.0,45.8,20.5,25.3,Strong Fade,,17.0,66.0,
Dorian Thompson-Robinson,QB,CLE,25.0,302,,,45.0,,,No Expert Data,,,,
D'Onta Foreman,RB,CLE,28.0,303,,,44.9,,,No Expert Data,,,,
Joshua Dobbs,QB,SFO,29.0,304,558.0,254.0,44.6,9.6,35.0,Strong Buy,,27.0,58.0,
Jahan Dotson,WR,PHI,24.0,305,417.0,112.0,44.2,22.0,22.2,Strong Buy,,20.0,140.0,
Nate Adkins,TE,DEN,25.0,306,233.0,-73.0,44.0,23.3,20.7,Strong Fade,,17.0,61.0,
Darnell Washington,TE,PIT,23.0,307,238.0,-69.0,43.7,22.1,21.6,Strong Fade,,17.0,63.0,
Hassan Haskins,RB,LAC,25.0,308,394.0,86.0,43.4,15.9,27.5,Strong Buy,,20.0,113.0,
Tanner Hudson,TE,CIN,30.0,309,291.0,-18.0,42.8,12.9,29.9,Slight Fade,,18.0,95.0,
Michael Mayer,TE,LVR,23.0,310,199.0,-111.0,42.7,37.6,5.1,Strong Fade,257.4,14.0,43.0,
Jimmy Garoppolo,QB,LAR,33.0,311,545.0,234.0,42.6,11.5,31.1,Strong Buy,,27.0,45.0,
DJ Turner,WR,LVR,27.0,312,,,42.5,,,No Expert Data,,,,
Joe Milton,QB,NWE,24.0,313,548.0,235.0,42.3,11.0,31.3,Strong Buy,214.5,27.0,48.0,
Johnny Mundt,TE,MIN,30.0,314,260.0,-54.0,42.3,17.6,24.7,Strong Fade,,17.0,76.0,
Robert Woods,WR,HOU,32.0,315,392.0,77.0,41.5,27.4,14.1,Strong Buy,,20.0,128.0,
Jamaal Williams,RB,NOR,29.0,316,,,40.9,,,No Expert Data,,,,
D'Ernest Johnson,RB,JAX,28.0,317,463.0,146.0,40.3,2.4,37.9,Strong Buy,,21.0,148.0,
Josh Reynolds,WR,2TM,29.0,318,226.0,-92.0,40.3,63.9,-23.6,Strong Fade,240.4,16.0,81.0,
Drew Sample,TE,CIN,28.0,319,271.0,-48.0,39.6,15.4,24.2,Fade,,18.0,84.0,
Derius Davis,WR,LAC,24.0,320,386.0,66.0,39.4,30.3,9.1,Strong Buy,,20.0,127.0,
Ryan Miller,WR,TAM,24.0,321,,,38.9,,,No Expert Data,,,,
Jalen Brooks,WR,DAL,24.0,322,499.0,177.0,38.7,6.0,32.7,Strong Buy,,22.0,190.0,
Eric Gray,RB,NYG,25.0,323,437.0,114.0,38.4,6.3,32.1,Strong Buy,,21.0,133.0,
Jonathan Mingo,WR,2TM,23.0,324,492.0,168.0,38.1,7.5,30.6,Strong Buy,,22.0,183.0,
Erick All,TE,CIN,24.0,325,342.0,17.0,37.5,3.3,34.2,Slight Buy,,20.0,121.0,
Adam Trautman,TE,DEN,27.0,326,237.0,-89.0,37.4,22.2,15.2,Strong Fade,,17.0,62.0,
Will Shipley,RB,PHI,22.0,327,280.0,-47.0,37.1,41.1,-4.0,Fade,193.6,18.0,72.0,
Luke McCaffrey,WR,WAS,23.0,328,412.0,84.0,37.0,23.3,13.7,Strong Buy,263.0,20.0,138.0,
Trey Palmer,WR,TAM,23.0,329,521.0,192.0,36.4,2.8,33.6,Strong Buy,,23.0,211.0,
Tylan Wallace,WR,BAL,25.0,330,457.0,127.0,36.2,14.4,21.8,Strong Buy,,21.0,159.0,
Ja'Lynn Polk,WR,NWE,22.0,331,407.0,76.0,36.1,24.3,11.8,Strong Buy,,20.0,136.0,
Cade Stover,TE,HOU,24.0,332,251.0,-81.0,35.9,20.0,15.9,Strong Fade,,17.0,69.0,
Dante Pettis,WR,NOR,29.0,333,494.0,161.0,35.2,7.4,27.8,Strong Buy,,22.0,185.0,
Stone Smartt,TE,LAC,26.0,334,268.0,-66.0,34.9,16.7,18.2,Strong Fade,,18.0,82.0,
Cordarrelle Patterson,RB,PIT,33.0,335,,,34.6,,,No Expert Data,,,,
Lucas Krull,TE,DEN,26.0,336,263.0,-73.0,34.4,17.2,17.2,Strong Fade,,17.0,78.0,
Mitchell Trubisky,QB,BUF,30.0,337,553.0,216.0,33.5,10.3,23.2,Strong Buy,,27.0,53.0,
Jeremy Ruckert,TE,NYJ,24.0,338,230.0,-108.0,33.0,24.9,8.1,Strong Fade,,16.0,59.0,
Jake Bobo,WR,SEA,26.0,339,414.0,75.0,32.9,22.4,10.5,Strong Buy,,20.0,139.0,
Kylen Granson,TE,IND,26.0,340,336.0,-4.0,32.8,4.9,27.9,Consensus,,19.0,119.0,
Julius Chestnut,RB,TEN,24.0,341,425.0,84.0,32.7,9.4,23.3,Strong Buy,,21.0,128.0,
Ronnie Rivers,RB,LAR,25.0,342,421.0,79.0,32.7,9.7,23.0,Strong Buy,,20.0,127.0,
Payne Durham,TE,TAM,24.0,343,241.0,-102.0,32.0,21.2,10.8,Strong Fade,,17.0,64.0,
Jake Haener,QB,NOR,25.0,344,574.0,230.0,31.7,6.6,25.1,Strong Buy,,28.0,74.0,
Deuce Vaughn,RB,DAL,23.0,345,434.0,89.0,31.5,7.0,24.5,Strong Buy,,21.0,131.0,
Brock Wright,TE,DET,26.0,346,201.0,-145.0,31.3,36.9,-5.6,Strong Fade,,15.0,44.0,
Tim Boyle,QB,2TM,30.0,347,,,31.2,,,No Expert Data,,,,
Malik Heath,WR,GNB,24.0,348,489.0,141.0,30.6,8.4,22.2,Strong Buy,,22.0,180.0,
Mo Alie-Cox,TE,IND,31.0,349,229.0,-120.0,30.4,25.2,5.2,Strong Fade,,16.0,58.0,
Tyler Badie,RB,DEN,24.0,350,459.0,109.0,30.1,3.2,26.9,Strong Buy,,21.0,145.0,
Daniel Bellinger,TE,NYG,24.0,351,248.0,-103.0,30.0,20.4,9.6,Strong Fade,,17.0,67.0,
Bub Means,WR,NOR,23.0,352,379.0,27.0,29.7,33.5,-3.8,Buy,,19.0,125.0,
Charlie Kolar,TE,BAL,25.0,353,275.0,-78.0,28.9,14.7,14.2,Strong Fade,,18.0,87.0,
Kevin Austin,WR,NOR,24.0,354,,,28.6,,,No Expert Data,,,,
Tyrod Taylor,QB,NYJ,35.0,355,565.0,210.0,27.0,7.6,19.4,Strong Buy,,27.0,65.0,
Jamison Crowder,WR,WAS,31.0,356,,,26.7,,,No Expert Data,,,,
KhaDarel Hodge*,WR,ATL,29.0,357,432.0,75.0,26.2,18.7,7.5,Strong Buy,,21.0,148.0,
Trey Lance,QB,DAL,24.0,358,556.0,198.0,25.5,9.8,15.7,Strong Buy,,27.0,56.0,
Ainias Smith,WR,PHI,23.0,359,469.0,110.0,25.3,12.8,12.5,Strong Buy,,21.0,163.0,
Mecole Hardman,WR,KAN,26.0,360,495.0,135.0,25.2,6.9,18.3,Strong Buy,,22.0,186.0,
Devin Duvernay,WR,JAX,27.0,361,513.0,152.0,25.2,3.9,21.3,Strong Buy,,22.0,203.0,
Ashton Dulin,WR,IND,27.0,362,488.0,126.0,25.2,9.0,16.2,Strong Buy,,22.0,179.0,
Mason Tipton,WR,NOR,24.0,363,,,25.0,,,No Expert Data,,,,
Eric Saubert,TE,SFO,30.0,364,315.0,-49.0,24.5,9.1,15.4,Fade,,19.0,110.0,
Tommy DeVito,QB,NYG,26.0,365,,,24.4,,,No Expert Data,,,,
Andrew Ogletree,TE,IND,26.0,366,208.0,-158.0,23.4,31.8,-8.4,Strong Fade,,15.0,47.0,
Jamycal Hasty,RB,NWE,28.0,367,,,23.3,,,No Expert Data,,,,
Xavier Hutchinson,WR,HOU,24.0,368,352.0,-16.0,23.1,39.7,-16.6,Slight Fade,,19.0,116.0,
Tyler Higbee,TE,LAR,31.0,369,143.0,-226.0,22.9,64.3,-41.4,Strong Fade,224.4,10.0,30.0,
Sione Vaki,RB,DET,23.0,370,465.0,95.0,22.6,2.2,20.4,Strong Buy,,21.0,150.0,
Bailey Zappe,QB,CLE,25.0,371,,,22.5,,,No Expert Data,,,,
K.J. Osborn,WR,2TM,27.0,372,318.0,-54.0,22.1,46.7,-24.6,Strong Fade,,18.0,106.0,
Julian Hill,TE,MIA,24.0,373,264.0,-109.0,21.8,17.1,4.7,Strong Fade,,17.0,79.0,
Trent Sherfield,WR,MIN,28.0,374,512.0,138.0,21.7,4.1,17.6,Strong Buy,,22.0,202.0,
Jonathon Brooks,RB,CAR,21.0,375,,,21.3,,,No Expert Data,,,,
Bo Melton,WR,GNB,25.0,376,478.0,102.0,20.8,11.0,9.8,Strong Buy,,22.0,169.0,
Rakim Jarrett,WR,TAM,23.0,377,520.0,143.0,20.6,3.0,17.6,Strong Buy,,23.0,210.0,
Craig Reynolds,RB,DET,28.0,378,408.0,30.0,20.2,13.0,7.2,Buy,,20.0,119.0,
Jalen Reagor,WR,LAC,25.0,379,,,20.2,,,No Expert Data,,,,
Luke Farrell,TE,JAX,27.0,380,304.0,-76.0,19.6,11.7,7.9,Strong Fade,,18.0,103.0,
Skylar Thompson,QB,MIA,27.0,381,,,19.1,,,No Expert Data,,,,
Ryan Flournoy,WR,DAL,25.0,382,523.0,141.0,19.0,2.7,16.3,Strong Buy,,23.0,213.0,
Marquise Brown,WR,KAN,27.0,383,157.0,-226.0,17.9,94.6,-76.7,Strong Fade,148.5,12.0,57.0,
Blake Whiteheart,TE,CLE,24.0,384,294.0,-90.0,17.8,12.7,5.1,Strong Fade,,18.0,97.0,
Clyde Edwards-Helaire,RB,NOR,25.0,385,381.0,-4.0,17.8,21.7,-3.9,Consensus,,19.0,103.0,
DeeJay Dallas,RB,ARI,26.0,386,448.0,62.0,17.7,4.1,13.6,Strong Buy,,21.0,138.0,
Harrison Bryant,TE,LVR,26.0,387,357.0,-30.0,17.6,1.2,16.4,Fade,,20.0,129.0,
Xavier Gipson,WR,NYJ,23.0,388,522.0,134.0,17.5,2.7,14.8,Strong Buy,,23.0,212.0,
Brevyn Spann-Ford,TE,DAL,25.0,389,276.0,-113.0,17.4,14.6,2.8,Strong Fade,,18.0,88.0,
Kenny Yeboah,TE,NYJ,26.0,390,326.0,-64.0,17.2,7.2,10.0,Strong Fade,,19.0,114.0,
Keaton Mitchell,RB,BAL,22.0,391,290.0,-101.0,17.0,39.6,-22.6,Strong Fade,224.8,18.0,74.0,
MyCole Pruitt,TE,PIT,32.0,392,,,17.0,,,No Expert Data,,,,
Parris Campbell,WR,PHI,27.0,393,455.0,62.0,17.0,14.7,2.3,Strong Buy,,21.0,157.0,
Zay Jones,WR,ARI,29.0,394,418.0,24.0,16.4,21.7,-5.3,Buy,,21.0,141.0,
Brandon Allen,QB,SFO,32.0,395,573.0,178.0,16.3,7.0,9.3,Strong Buy,,28.0,73.0,
Davis Mills,QB,HOU,26.0,396,557.0,161.0,16.3,9.6,6.7,Strong Buy,,27.0,57.0,
John Bates,TE,WAS,27.0,397,316.0,-81.0,16.3,9.1,7.2,Strong Fade,,19.0,111.0,
DeAndre Carter,WR,CHI,31.0,398,456.0,58.0,16.1,14.6,1.5,Strong Buy,,21.0,158.0,
Tony Jones,RB,ARI,27.0,399,,,15.8,,,No Expert Data,,,,
Odell Beckham Jr.,WR,MIA,32.0,400,,,15.7,,,No Expert Data,,,,
Hayden Hurst,TE,LAC,31.0,401,,,15.6,,,No Expert Data,,,,
Simi Fehoko,WR,LAC,27.0,402,446.0,44.0,15.6,16.0,-0.4,Buy,,21.0,156.0,
Connor Heyward,TE,PIT,25.0,403,221.0,-182.0,15.4,26.7,-11.3,Strong Fade,,16.0,54.0,
Raheem Blackshear,RB,CAR,25.0,404,419.0,15.0,15.4,10.3,5.1,Slight Buy,,20.0,125.0,
Jalin Hyatt,WR,NYG,23.0,405,445.0,40.0,15.1,16.0,-0.9,Buy,,21.0,155.0,
Michael Woods II,WR,CLE,24.0,406,,,14.8,,,No Expert Data,,,,
Quintin Morris,TE,BUF,25.0,407,282.0,-125.0,14.8,14.4,0.4,Strong Fade,,18.0,90.0,
Brandon Powell,WR,MIN,29.0,408,,,14.7,,,No Expert Data,,,,
River Cracraft,WR,MIA,30.0,409,,,14.5,,,No Expert Data,,,,
Pharaoh Brown,TE,SEA,30.0,410,302.0,-108.0,14.4,11.9,2.5,Strong Fade,,18.0,101.0,
Ben Sinnott,TE,WAS,22.0,411,218.0,-193.0,14.3,28.2,-13.9,Strong Fade,199.1,16.0,53.0,
Bryce Oliver,WR,TEN,24.0,412,,,14.3,,,No Expert Data,,,,
DJ Chark,WR,LAC,28.0,413,,,14.1,,,No Expert Data,,,,
Chris Manhertz,TE,NYG,32.0,414,328.0,-86.0,14.0,6.7,7.3,Strong Fade,,19.0,115.0,
Durham Smythe,TE,MIA,29.0,415,313.0,-102.0,13.8,9.2,4.6,Strong Fade,,19.0,109.0,
Johnny Wilson,WR,PHI,23.0,416,485.0,69.0,13.7,9.1,4.6,Strong Buy,,22.0,176.0,
Tay Martin,WR,TEN,27.0,417,,,13.7,,,No Expert Data,,,,
Tyrell Shavers,WR,BUF,25.0,418,,,13.7,,,No Expert Data,,,,
Jermaine Burton,WR,CIN,23.0,419,340.0,-79.0,13.5,42.2,-28.7,Strong Fade,242.0,18.0,114.0,
Hunter Long,TE,LAR,26.0,420,254.0,-166.0,13.4,19.4,-6.0,Strong Fade,,17.0,72.0,
Luke Musgrave,TE,GNB,24.0,421,224.0,-197.0,13.3,26.3,-13.0,Strong Fade,,16.0,56.0,
Chris Conley,WR,SFO,32.0,422,,,13.2,,,No Expert Data,,,,
Ben Skowronek,WR,PIT,27.0,423,481.0,58.0,12.9,10.2,2.7,Strong Buy,,22.0,172.0,
Devin Culp,TE,TAM,24.0,424,267.0,-157.0,12.8,16.9,-4.1,Strong Fade,,18.0,81.0,
Kristian Wilkerson,WR,LVR,27.0,425,,,12.7,,,No Expert Data,,,,
Tucker Fisk,TE,LAC,25.0,426,331.0,-95.0,12.7,5.4,7.3,Strong Fade,,19.0,117.0,
Charlie Woerner,TE,ATL,27.0,427,252.0,-175.0,12.4,19.8,-7.4,Strong Fade,,17.0,70.0,
Gerald Everett,TE,CHI,30.0,428,,,12.3,,,No Expert Data,,,,
Britain Covey,WR,PHI,27.0,429,507.0,78.0,12.0,4.7,7.3,Strong Buy,,22.0,197.0,
Jermar Jefferson,RB,DET,24.0,430,,,11.9,,,No Expert Data,,,,
Scott Miller,WR,PIT,27.0,431,,,11.9,,,No Expert Data,,,,
J.J. Taylor,RB,HOU,26.0,432,449.0,17.0,11.6,4.0,7.6,Slight Buy,,21.0,139.0,
Jacob Cowing,WR,SFO,23.0,433,525.0,92.0,11.5,2.4,9.1,Strong Buy,,23.0,215.0,
Laviska Shenault Jr.,WR,2TM,26.0,434,,,11.1,,,No Expert Data,,,,
Peyton Hendershot,TE,KAN,25.0,435,,,10.2,,,No Expert Data,,,,
Treylon Burks,WR,TEN,24.0,436,497.0,61.0,10.2,6.3,3.9,Strong Buy,,22.0,188.0,
Travis Homer,RB,CHI,26.0,437,411.0,-26.0,9.9,12.1,-2.2,Fade,,20.0,121.0,
Jeff Wilson,RB,MIA,29.0,438,,,9.9,,,No Expert Data,,,,
Terrell Jennings,RB,NWE,23.0,439,452.0,13.0,9.8,3.7,6.1,Slight Buy,,21.0,142.0,
Tip Reiman,TE,ARI,23.0,440,301.0,-139.0,9.7,12.0,-2.3,Strong Fade,,18.0,100.0,
Davis Allen,TE,LAR,23.0,441,330.0,-111.0,9.7,5.7,4.0,Strong Fade,,19.0,116.0,
Devontez Walker,WR,BAL,23.0,442,480.0,38.0,9.7,10.5,-0.8,Buy,,22.0,171.0,
Jase McClellan,RB,ATL,22.0,443,,,9.3,,,No Expert Data,,,,
Jacob Kibodi,RB,CLE,26.0,444,,,9.2,,,No Expert Data,,,,
Rasheen Ali,RB,BAL,23.0,445,406.0,-39.0,9.2,14.0,-4.8,Fade,,20.0,118.0,
Deven Thompkins,WR,CAR,25.0,446,,,9.1,,,No Expert Data,,,,
Cam Grandy,TE,CIN,24.0,447,286.0,-161.0,8.5,13.6,-5.1,Strong Fade,,18.0,92.0,
Tyquan Thornton,WR,NWE,24.0,448,,,8.5,,,No Expert Data,,,,
Greg Dulcich,TE,2TM,24.0,449,309.0,-140.0,8.4,10.8,-2.4,Strong Fade,,19.0,106.0,
Ben Sims,TE,GNB,24.0,450,322.0,-128.0,8.1,8.1,0.0,Strong Fade,,19.0,112.0,
E.J. Jenkins,TE,PHI,26.0,451,,,7.9,,,No Expert Data,,,,
Taylor Heinicke,QB,LAC,31.0,452,576.0,124.0,7.6,5.8,1.8,Strong Buy,,28.0,76.0,
Will Mallory,TE,IND,25.0,453,307.0,-146.0,7.3,11.4,-4.1,Strong Fade,,18.0,105.0,
D'Wayne Eskridge,WR,MIA,27.0,454,,,7.2,,,No Expert Data,,,,
Cody White,WR,SEA,26.0,455,478.0,23.0,7.1,11.0,-3.9,Buy,,22.0,168.0,
Terrace Marshall Jr.,WR,LVR,24.0,456,,,7.0,,,No Expert Data,,,,
Tim Jones,WR,JAX,26.0,457,475.0,18.0,7.0,12.3,-5.3,Slight Buy,,21.0,165.0,
Mike Boone,RB,CAR,29.0,458,,,6.9,,,No Expert Data,,,,
Kene Nwangwu,RB,NYJ,26.0,459,,,6.8,,,No Expert Data,,,,
Nikko Remigio,WR,KAN,25.0,460,,,6.7,,,No Expert Data,,,,
Dan Chisena,WR,CAR,27.0,461,,,6.7,,,No Expert Data,,,,
Austin Trammell,WR,JAX,26.0,462,509.0,47.0,6.1,4.6,1.5,Buy,,22.0,199.0,
Xavier Smith,WR,LAR,27.0,463,529.0,66.0,6.1,1.1,5.0,Strong Buy,,23.0,219.0,
Alex Bachman,WR,LVR,28.0,464,,,6.1,,,No Expert Data,,,,
MarShawn Lloyd,RB,GNB,23.0,465,182.0,-283.0,6.0,70.2,-64.2,Strong Fade,167.4,16.0,57.0,
Allen Robinson,WR,DET,31.0,466,,,6.0,,,No Expert Data,,,,
David Bell,WR,CLE,24.0,467,514.0,47.0,5.9,3.9,2.0,Buy,,22.0,204.0,
Malachi Corley,WR,NYJ,22.0,468,385.0,-83.0,5.8,31.2,-25.4,Strong Fade,,19.0,126.0,
Carson Wentz,QB,KAN,32.0,469,,,5.8,,,No Expert Data,,,,
Dallin Holker,TE,NOR,24.0,470,,,5.6,,,No Expert Data,,,,
Jamari Thrash,WR,CLE,24.0,471,508.0,37.0,5.4,4.6,0.8,Buy,,22.0,198.0,
Trenton Irwin,WR,CIN,29.0,472,,,5.3,,,No Expert Data,,,,
Chris Collier,RB,2TM,24.0,473,,,5.0,,,No Expert Data,,,,
Blake Watson,RB,DEN,25.0,474,,,4.9,,,No Expert Data,,,,
Tanner Conner,TE,MIA,26.0,475,312.0,-163.0,4.6,9.4,-4.8,Strong Fade,,19.0,108.0,
