Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
26.0,Mike Wallace,25.0,PIT,WR,16.0,14.0,114.0,72.0,1193.0,16.6,8.0,53.0,57.9,95.0,4.5,74.6,63.2,10.5,1.0,PB
27.0,Pierre Garcon,25.0,IND,WR,16.0,16.0,134.0,70.0,947.0,13.5,6.0,42.0,38.8,87.0,4.4,59.2,52.2,7.1,2.0,
28.0,Brandon Lloyd,30.0,2TM,WR,15.0,14.0,148.0,70.0,966.0,13.8,5.0,48.0,41.9,44.0,4.7,64.4,47.3,6.5,1.0,
28.0,Brandon Lloyd,30.0,DEN,WR,4.0,4.0,31.0,19.0,283.0,14.9,0.0,15.0,48.4,44.0,4.8,70.8,61.3,9.1,1.0,
28.0,Brandon Lloyd,30.0,STL,WR,11.0,10.0,117.0,51.0,683.0,13.4,5.0,33.0,40.2,37.0,4.6,62.1,43.6,5.8,0.0,
29.0,Antonio Brown,23.0,PIT,WR,16.0,3.0,124.0,69.0,1108.0,16.1,2.0,57.0,49.2,79.0,4.3,69.3,55.6,8.9,0.0,PB
30.0,Jabar Gaffney,31.0,WAS,WR,16.0,15.0,114.0,68.0,947.0,13.9,5.0,50.0,51.8,45.0,4.3,59.2,59.6,8.3,1.0,
31.0,Jordy Nelson,26.0,GNB,WR,16.0,9.0,96.0,68.0,1263.0,18.6,15.0,47.0,66.7,93.0,4.3,78.9,70.8,13.2,0.0,
32.0,Vernon Davis,27.0,SFO,TE,16.0,16.0,95.0,67.0,792.0,11.8,6.0,33.0,48.4,44.0,4.2,49.5,70.5,8.3,3.0,
33.0,Greg Jennings,28.0,GNB,WR,13.0,13.0,101.0,67.0,949.0,14.2,9.0,43.0,56.4,79.0,5.2,73.0,66.3,9.4,0.0,PB
34.0,A.J. Green,23.0,CIN,WR,15.0,15.0,115.0,65.0,1057.0,16.3,7.0,40.0,46.1,58.0,4.3,70.5,56.5,9.2,1.0,PB
35.0,Dustin Keller,27.0,NYJ,TE,16.0,12.0,115.0,65.0,815.0,12.5,5.0,39.0,46.1,41.0,4.1,50.9,56.5,7.1,1.0,
36.0,Mike Williams,24.0,TAM,WR,16.0,15.0,124.0,65.0,771.0,11.9,3.0,42.0,44.4,42.0,4.1,48.2,52.4,6.2,2.0,
37.0,Antonio Gates,31.0,SDG,TE,13.0,13.0,88.0,64.0,778.0,12.2,7.0,45.0,68.2,38.0,4.9,59.8,72.7,8.8,0.0,PB
38.0,Darrius Heyward-Bey,24.0,OAK,WR,15.0,14.0,115.0,64.0,975.0,15.2,4.0,44.0,51.3,58.0,4.3,65.0,55.7,8.5,1.0,
39.0,Dez Bryant,23.0,DAL,WR,15.0,13.0,103.0,63.0,928.0,14.7,9.0,48.0,54.4,50.0,4.2,61.9,61.2,9.0,3.0,
40.0,Jeremy Maclin,23.0,PHI,WR,13.0,13.0,96.0,63.0,859.0,13.6,5.0,43.0,56.3,59.0,4.8,66.1,65.6,8.9,1.0,
41.0,Brent Celek,26.0,PHI,TE,16.0,16.0,98.0,62.0,811.0,13.1,5.0,35.0,51.0,73.0,3.9,50.7,63.3,8.3,0.0,
42.0,Steve Breaston,28.0,KAN,WR,16.0,13.0,98.0,61.0,785.0,12.9,2.0,39.0,44.9,43.0,3.8,49.1,62.2,8.0,0.0,
43.0,Greg Little,22.0,CLE,WR,16.0,12.0,119.0,61.0,709.0,11.6,2.0,34.0,42.9,76.0,3.8,44.3,51.3,6.0,0.0,
44.0,David Nelson,25.0,BUF,TE,16.0,13.0,97.0,61.0,658.0,10.8,5.0,32.0,49.5,35.0,3.8,41.1,62.9,6.8,0.0,
45.0,Vincent Jackson,28.0,SDG,WR,16.0,16.0,115.0,60.0,1106.0,18.4,9.0,54.0,47.8,58.0,3.8,69.1,52.2,9.6,0.0,PB
46.0,Fred Davis,25.0,WAS,TE,12.0,12.0,88.0,59.0,796.0,13.5,3.0,39.0,58.0,42.0,4.9,66.3,67.0,9.0,1.0,
47.0,DeSean Jackson,25.0,PHI,WR,15.0,15.0,104.0,58.0,961.0,16.6,4.0,39.0,49.0,62.0,3.9,64.1,55.8,9.2,1.0,
48.0,Anquan Boldin,31.0,BAL,WR,14.0,14.0,106.0,57.0,887.0,15.6,3.0,43.0,48.1,56.0,4.1,63.4,53.8,8.4,0.0,
49.0,Chris Johnson,26.0,TEN,RB,16.0,16.0,79.0,57.0,418.0,7.3,0.0,14.0,36.7,34.0,3.6,26.1,72.2,5.3,3.0,
50.0,Jermaine Gresham,23.0,CIN,TE,14.0,13.0,92.0,56.0,596.0,10.6,6.0,29.0,44.6,31.0,4.0,42.6,60.9,6.5,1.0,PB
51.0,Jermichael Finley,24.0,GNB,TE,16.0,13.0,92.0,55.0,767.0,13.9,8.0,45.0,53.3,41.0,3.4,47.9,59.8,8.3,0.0,
52.0,Austin Collie,26.0,IND,WR,16.0,5.0,96.0,54.0,514.0,9.5,1.0,35.0,45.8,27.0,3.4,32.1,56.3,5.4,0.0,
53.0,Owen Daniels,29.0,HOU,TE,15.0,15.0,85.0,54.0,677.0,12.5,3.0,41.0,55.3,34.0,3.6,45.1,63.5,8.0,0.0,
54.0,Ed Dickson,24.0,BAL,TE,16.0,16.0,89.0,54.0,528.0,9.8,5.0,30.0,49.4,25.0,3.4,33.0,60.7,5.9,0.0,
55.0,Early Doucet,26.0,ARI,WR,16.0,6.0,97.0,54.0,689.0,12.8,5.0,35.0,43.3,70.0,3.4,43.1,55.7,7.1,1.0,
56.0,Julio Jones,22.0,ATL,WR,13.0,13.0,95.0,54.0,959.0,17.8,8.0,36.0,43.2,80.0,4.2,73.8,56.8,10.1,1.0,
57.0,Laurent Robinson,26.0,DAL,WR,14.0,4.0,80.0,54.0,858.0,15.9,11.0,36.0,58.8,74.0,3.9,61.3,67.5,10.7,0.0,
58.0,Mike Tolbert,26.0,SDG,RB,15.0,1.0,79.0,54.0,433.0,8.0,2.0,23.0,46.8,27.0,3.6,28.9,68.4,5.5,2.0,
59.0,Arian Foster,25.0,HOU,RB,13.0,13.0,72.0,53.0,617.0,11.6,2.0,19.0,43.1,78.0,4.1,47.5,73.6,8.6,5.0,"PB,AP-2"
60.0,Jason Avant,28.0,PHI,WR,16.0,7.0,81.0,52.0,679.0,13.1,1.0,32.0,58.0,35.0,3.3,42.4,64.2,8.4,2.0,
61.0,Matt Forte,26.0,CHI,RB,12.0,12.0,76.0,52.0,490.0,9.4,1.0,20.0,38.2,56.0,4.3,40.8,68.4,6.4,2.0,PB
62.0,Lance Moore,28.0,NOR,WR,14.0,7.0,73.0,52.0,627.0,12.1,8.0,35.0,64.4,47.0,3.7,44.8,71.2,8.6,0.0,
63.0,Doug Baldwin,23.0,SEA,WR,16.0,1.0,85.0,51.0,788.0,15.5,4.0,40.0,49.4,55.0,3.2,49.3,60.0,9.3,0.0,
64.0,Davone Bess,26.0,MIA,WR,16.0,4.0,86.0,51.0,537.0,10.5,3.0,25.0,38.4,41.0,3.2,33.6,59.3,6.2,5.0,
65.0,Deion Branch,32.0,NWE,WR,15.0,15.0,90.0,51.0,702.0,13.8,5.0,37.0,50.0,63.0,3.4,46.8,56.7,7.8,0.0,
66.0,Santonio Holmes,27.0,NYJ,WR,16.0,16.0,101.0,51.0,654.0,12.8,8.0,34.0,42.6,38.0,3.2,40.9,50.5,6.5,2.0,
67.0,Heath Miller,29.0,PIT,TE,16.0,16.0,74.0,51.0,631.0,12.4,2.0,36.0,59.5,39.0,3.2,39.4,68.9,8.5,1.0,
68.0,Andre Roberts,23.0,ARI,WR,16.0,16.0,98.0,51.0,586.0,11.5,2.0,28.0,46.9,45.0,3.2,36.6,52.0,6.0,1.0,
69.0,Ryan Mathews,24.0,SDG,RB,14.0,14.0,59.0,50.0,455.0,9.1,0.0,18.0,61.0,42.0,3.6,32.5,84.7,7.7,5.0,PB
70.0,Jerome Simpson,25.0,CIN,WR,16.0,14.0,105.0,50.0,725.0,14.5,4.0,33.0,41.9,84.0,3.1,45.3,47.6,6.9,0.0,
71.0,Torrey Smith,22.0,BAL,WR,16.0,14.0,95.0,50.0,841.0,16.8,7.0,34.0,42.1,74.0,3.1,52.6,52.6,8.9,1.0,
72.0,Pierre Thomas,27.0,NOR,RB,16.0,7.0,59.0,50.0,425.0,8.5,1.0,18.0,52.5,57.0,3.1,26.6,84.7,7.2,1.0,
73.0,Jared Cook,24.0,TEN,TE,16.0,5.0,81.0,49.0,759.0,15.5,3.0,34.0,49.4,80.0,3.1,47.4,60.5,9.4,2.0,
74.0,Roy Helu,23.0,WAS,RB,15.0,5.0,59.0,49.0,379.0,7.7,1.0,13.0,42.4,47.0,3.3,25.3,83.1,6.4,2.0,
75.0,LeSean McCoy,23.0,PHI,RB,15.0,15.0,69.0,48.0,315.0,6.6,3.0,18.0,44.9,26.0,3.2,21.0,69.6,4.6,1.0,"PB,AP-1"
76.0,Titus Young,22.0,DET,WR,16.0,9.0,86.0,48.0,607.0,12.6,6.0,33.0,47.7,57.0,3.0,37.9,55.8,7.1,1.0,
77.0,Lavelle Hawkins,25.0,TEN,WR,16.0,2.0,77.0,47.0,470.0,10.0,1.0,22.0,44.2,32.0,2.9,29.4,61.0,6.1,1.0,
78.0,Jonathan Stewart,24.0,CAR,RB,16.0,3.0,61.0,47.0,413.0,8.8,1.0,18.0,45.9,26.0,2.9,25.8,77.0,6.8,1.0,
79.0,Dexter McCluster,22.0,KAN,WR,16.0,4.0,64.0,46.0,328.0,7.1,1.0,15.0,35.9,49.0,2.9,20.5,71.9,5.1,4.0,
80.0,Santana Moss,32.0,WAS,WR,12.0,12.0,95.0,46.0,584.0,12.7,4.0,36.0,41.1,49.0,3.8,48.7,48.4,6.1,0.0,
81.0,Hines Ward,35.0,PIT,WR,15.0,9.0,63.0,46.0,381.0,8.3,2.0,21.0,54.0,31.0,3.1,25.4,73.0,6.0,1.0,
82.0,Plaxico Burress,34.0,NYJ,WR,16.0,13.0,96.0,45.0,612.0,13.6,8.0,38.0,44.8,30.0,2.8,38.3,46.9,6.4,0.0,
83.0,Greg Olsen,26.0,CAR,TE,16.0,13.0,89.0,45.0,540.0,12.0,5.0,27.0,41.6,44.0,2.8,33.8,50.6,6.1,1.0,
84.0,Damian Williams,23.0,TEN,WR,15.0,13.0,94.0,45.0,592.0,13.2,5.0,27.0,40.4,54.0,3.0,39.5,47.9,6.3,0.0,
85.0,Eric Decker,24.0,DEN,WR,16.0,13.0,96.0,44.0,612.0,13.9,8.0,30.0,37.5,56.0,2.8,38.3,45.8,6.4,1.0,
86.0,Legedu Naanee,28.0,CAR,WR,15.0,10.0,76.0,44.0,467.0,10.6,1.0,20.0,42.1,28.0,2.9,31.1,57.9,6.1,0.0,
87.0,Mike Thomas,24.0,JAX,WR,15.0,13.0,91.0,44.0,415.0,9.4,1.0,20.0,34.1,47.0,2.9,27.7,48.4,4.6,1.0,
88.0,Miles Austin,27.0,DAL,WR,10.0,10.0,73.0,43.0,579.0,13.5,7.0,31.0,54.8,53.0,4.3,57.9,58.9,7.9,1.0,
89.0,Reggie Bush,26.0,MIA,RB,15.0,15.0,52.0,43.0,296.0,6.9,1.0,12.0,38.5,34.0,2.9,19.7,82.7,5.7,4.0,
90.0,Malcom Floyd,30.0,SDG,WR,12.0,9.0,70.0,43.0,856.0,19.9,5.0,41.0,61.4,52.0,3.6,71.3,61.4,12.2,0.0,
91.0,Maurice Jones-Drew,26.0,JAX,RB,16.0,16.0,64.0,43.0,374.0,8.7,3.0,18.0,43.8,48.0,2.7,23.4,67.2,5.8,6.0,"PB,AP-1"
92.0,Steven Jackson,28.0,STL,RB,15.0,15.0,58.0,42.0,333.0,7.9,1.0,17.0,48.3,50.0,2.8,22.2,72.4,5.7,2.0,
93.0,LaDainian Tomlinson,32.0,NYJ,RB,14.0,1.0,61.0,42.0,449.0,10.7,2.0,12.0,31.1,74.0,3.0,32.1,68.9,7.4,0.0,
94.0,Josh Cribbs,28.0,CLE,WR,16.0,7.0,67.0,41.0,518.0,12.6,4.0,27.0,52.2,45.0,2.6,32.4,61.2,7.7,3.0,
95.0,Kregg Lumpkin,27.0,TAM,RB,16.0,0.0,53.0,41.0,291.0,7.1,0.0,13.0,41.5,16.0,2.6,18.2,77.4,5.5,0.0,
96.0,Robert Meachem,27.0,NOR,WR,16.0,8.0,60.0,40.0,620.0,15.5,6.0,29.0,61.7,67.0,2.5,38.8,66.7,10.3,0.0,
97.0,Preston Parker,24.0,TAM,WR,16.0,0.0,65.0,40.0,554.0,13.9,3.0,26.0,49.2,51.0,2.5,34.6,61.5,8.5,8.0,
98.0,Dennis Pitta,26.0,BAL,TE,16.0,2.0,56.0,40.0,405.0,10.1,3.0,28.0,57.1,39.0,2.5,25.3,71.4,7.2,0.0,
99.0,Harry Douglas,27.0,ATL,WR,16.0,4.0,62.0,39.0,498.0,12.8,1.0,20.0,43.5,49.0,2.4,31.1,62.9,8.0,0.0,
100.0,Fred Jackson,30.0,BUF,RB,10.0,10.0,50.0,39.0,442.0,11.3,0.0,15.0,40.0,49.0,3.9,44.2,78.0,8.8,2.0,
101.0,Marcedes Lewis,27.0,JAX,TE,15.0,15.0,85.0,39.0,460.0,11.8,0.0,22.0,35.3,62.0,2.6,30.7,45.9,5.4,0.0,
102.0,Mario Manningham,25.0,NYG,WR,12.0,10.0,77.0,39.0,523.0,13.4,4.0,25.0,44.2,47.0,3.3,43.6,50.6,6.8,0.0,
103.0,C.J. Spiller,24.0,BUF,RB,16.0,11.0,54.0,39.0,269.0,6.9,2.0,16.0,44.4,19.0,2.4,16.8,72.2,5.0,2.0,
104.0,Kevin Walter,30.0,HOU,WR,15.0,14.0,59.0,39.0,474.0,12.2,3.0,26.0,57.6,41.0,2.6,31.6,66.1,8.0,0.0,
105.0,Jake Ballard,24.0,NYG,TE,14.0,13.0,61.0,38.0,604.0,15.9,4.0,31.0,59.0,41.0,2.7,43.1,62.3,9.9,0.0,
106.0,Scott Chandler,26.0,BUF,TE,14.0,9.0,46.0,38.0,389.0,10.2,6.0,25.0,71.7,31.0,2.7,27.8,82.6,8.5,1.0,
107.0,Michael Jenkins,29.0,MIN,WR,11.0,7.0,55.0,38.0,466.0,12.3,3.0,22.0,50.9,72.0,3.5,42.4,69.1,8.5,2.0,
108.0,James Jones,27.0,GNB,WR,16.0,0.0,55.0,38.0,635.0,16.7,7.0,27.0,58.2,70.0,2.4,39.7,69.1,11.5,1.0,
109.0,Michael Bush,27.0,OAK,RB,16.0,9.0,47.0,37.0,418.0,11.3,1.0,14.0,55.3,55.0,2.3,26.1,78.7,8.9,1.0,
110.0,Andre Caldwell,26.0,CIN,WR,13.0,2.0,68.0,37.0,317.0,8.6,3.0,16.0,38.2,49.0,2.8,24.4,54.4,4.7,0.0,
111.0,Donald Driver,36.0,GNB,WR,16.0,15.0,56.0,37.0,445.0,12.0,6.0,20.0,55.4,35.0,2.3,27.8,66.1,7.9,0.0,
112.0,Johnny Knox,25.0,CHI,WR,14.0,11.0,69.0,37.0,727.0,19.6,2.0,31.0,46.4,81.0,2.6,51.9,53.6,10.5,1.0,
113.0,Ben Obomanu,28.0,SEA,WR,16.0,7.0,61.0,37.0,436.0,11.8,2.0,16.0,45.9,55.0,2.3,27.3,60.7,7.1,0.0,
114.0,Jeremy Shockey,31.0,CAR,TE,15.0,13.0,62.0,37.0,455.0,12.3,4.0,25.0,54.8,29.0,2.5,30.3,59.7,7.3,2.0,
115.0,Ben Watson,31.0,CLE,TE,13.0,11.0,70.0,37.0,410.0,11.1,2.0,21.0,42.9,34.0,2.8,31.5,52.9,5.9,0.0,
116.0,Roy Williams,30.0,CHI,WR,15.0,9.0,63.0,37.0,507.0,13.7,2.0,29.0,57.1,25.0,2.5,33.8,58.7,8.0,0.0,
117.0,Brandon Gibson,24.0,STL,WR,15.0,9.0,71.0,36.0,431.0,12.0,1.0,28.0,42.3,34.0,2.4,28.7,50.7,6.1,0.0,
118.0,Brandon LaFell,25.0,CAR,WR,16.0,6.0,56.0,36.0,613.0,17.0,3.0,25.0,51.8,91.0,2.3,38.3,64.3,10.9,0.0,
119.0,Visanthe Shiancoe,31.0,MIN,TE,16.0,14.0,70.0,36.0,409.0,11.4,3.0,26.0,48.6,37.0,2.3,25.6,51.4,5.8,0.0,
120.0,Dezmon Briscoe,22.0,TAM,WR,16.0,2.0,51.0,35.0,387.0,11.1,6.0,20.0,64.7,46.0,2.2,24.2,68.6,7.6,0.0,
121.0,Brian Hartline,25.0,MIA,WR,16.0,10.0,66.0,35.0,549.0,15.7,1.0,30.0,50.0,41.0,2.2,34.3,53.0,8.3,0.0,
122.0,Golden Tate,23.0,SEA,WR,16.0,5.0,58.0,35.0,382.0,10.9,3.0,17.0,43.1,33.0,2.2,23.9,60.3,6.6,1.0,
123.0,Ahmad Bradshaw,25.0,NYG,RB,12.0,9.0,44.0,34.0,267.0,7.9,2.0,12.0,43.2,26.0,2.8,22.3,77.3,6.1,1.0,
124.0,Dallas Clark,32.0,IND,TE,11.0,10.0,65.0,34.0,352.0,10.4,2.0,22.0,49.2,21.0,3.1,32.0,52.3,5.4,1.0,
125.0,Evan Moore,26.0,CLE,TE,16.0,4.0,46.0,34.0,324.0,9.5,4.0,19.0,56.5,33.0,2.1,20.3,73.9,7.0,0.0,
126.0,Andre Johnson,30.0,HOU,WR,7.0,7.0,51.0,33.0,492.0,14.9,2.0,23.0,58.8,50.0,4.7,70.3,64.7,9.6,0.0,
127.0,Felix Jones,24.0,DAL,RB,12.0,8.0,45.0,33.0,221.0,6.7,0.0,13.0,51.1,27.0,2.8,18.4,73.3,4.9,5.0,
128.0,Denarius Moore,23.0,OAK,WR,13.0,10.0,76.0,33.0,618.0,18.7,5.0,26.0,39.5,78.0,2.5,47.5,43.4,8.1,1.0,
129.0,Anthony Fasano,27.0,MIA,TE,15.0,15.0,54.0,32.0,451.0,14.1,5.0,25.0,51.9,35.0,2.1,30.1,59.3,8.4,0.0,
130.0,Devery Henderson,29.0,NOR,WR,16.0,13.0,50.0,32.0,503.0,15.7,2.0,22.0,62.0,79.0,2.0,31.4,64.0,10.1,1.0,
131.0,Sidney Rice,25.0,SEA,WR,9.0,9.0,57.0,32.0,484.0,15.1,2.0,19.0,47.4,52.0,3.6,53.8,56.1,8.5,1.0,
132.0,Demaryius Thomas,24.0,DEN,WR,11.0,5.0,70.0,32.0,551.0,17.2,4.0,25.0,41.4,47.0,2.9,50.1,45.7,7.9,0.0,
133.0,Jacoby Jones,27.0,HOU,WR,16.0,10.0,65.0,31.0,512.0,16.5,2.0,23.0,41.5,80.0,1.9,32.0,47.7,7.9,0.0,
134.0,Mohamed Massaquoi,25.0,CLE,WR,14.0,13.0,74.0,31.0,384.0,12.4,2.0,18.0,39.2,56.0,2.2,27.4,41.9,5.2,0.0,
135.0,Arrelious Benn,23.0,TAM,WR,14.0,14.0,51.0,30.0,441.0,14.7,3.0,15.0,39.2,65.0,2.1,31.5,58.8,8.6,0.0,
136.0,Shonn Greene,26.0,NYJ,RB,16.0,15.0,41.0,30.0,211.0,7.0,0.0,7.0,53.7,36.0,1.9,13.2,73.2,5.1,1.0,
137.0,Randy McMichael,32.0,SDG,TE,16.0,14.0,44.0,30.0,271.0,9.0,0.0,12.0,50.0,30.0,1.9,16.9,68.2,6.2,0.0,
138.0,Jarett Dillard,26.0,JAX,WR,14.0,5.0,50.0,29.0,292.0,10.1,1.0,17.0,42.0,25.0,2.1,20.9,58.0,5.8,1.0,
139.0,Jeremy Kerley,23.0,NYJ,WR,14.0,1.0,47.0,29.0,314.0,10.8,1.0,19.0,51.1,38.0,2.1,22.4,61.7,6.7,3.0,
140.0,James Starks,25.0,GNB,RB,13.0,2.0,37.0,29.0,216.0,7.4,0.0,9.0,48.6,17.0,2.2,16.6,78.4,5.8,2.0,
141.0,Kevin Boss,27.0,OAK,TE,14.0,11.0,40.0,28.0,368.0,13.1,3.0,18.0,62.5,35.0,2.0,26.3,70.0,9.2,0.0,
142.0,Joel Dreessen,29.0,HOU,TE,16.0,10.0,39.0,28.0,353.0,12.6,6.0,17.0,64.1,56.0,1.8,22.1,71.8,9.1,0.0,
143.0,Lance Kendricks,23.0,STL,FB,15.0,10.0,58.0,28.0,352.0,12.6,0.0,15.0,36.2,45.0,1.9,23.5,48.3,6.1,1.0,
144.0,Marshawn Lynch,25.0,SEA,RB,15.0,15.0,41.0,28.0,212.0,7.6,1.0,8.0,36.6,26.0,1.9,14.1,68.3,5.2,3.0,PB
145.0,Javon Ringer,24.0,TEN,RB,12.0,0.0,36.0,28.0,187.0,6.7,0.0,13.0,44.4,18.0,2.3,15.6,77.8,5.2,1.0,
146.0,Jahvid Best,22.0,DET,RB,6.0,6.0,40.0,27.0,287.0,10.6,1.0,11.0,37.5,60.0,4.5,47.8,67.5,7.2,0.0,
147.0,Jeff King,28.0,ARI,TE,16.0,10.0,34.0,27.0,271.0,10.0,3.0,14.0,58.8,48.0,1.7,16.9,79.4,8.0,0.0,
148.0,Austin Pettis,23.0,STL,WR,12.0,3.0,48.0,27.0,256.0,9.5,0.0,14.0,45.8,35.0,2.3,21.3,56.3,5.3,2.0,
149.0,Marcel Reece,26.0,OAK,FB,12.0,6.0,36.0,27.0,301.0,11.1,2.0,13.0,47.2,47.0,2.3,25.1,75.0,8.4,1.0,
150.0,Greg Salas,23.0,STL,WR,6.0,0.0,38.0,27.0,264.0,9.8,0.0,11.0,42.1,21.0,4.5,44.0,71.1,6.9,3.0,
151.0,Dane Sanzenbacher,23.0,CHI,WR,16.0,1.0,54.0,27.0,276.0,10.2,3.0,16.0,44.4,22.0,1.7,17.3,50.0,5.1,0.0,
152.0,Danny Ware,26.0,NYG,RB,16.0,1.0,37.0,27.0,170.0,6.3,0.0,6.0,51.4,22.0,1.7,10.6,73.0,4.6,0.0,
153.0,Danario Alexander,25.0,STL,WR,10.0,5.0,60.0,26.0,431.0,16.6,2.0,19.0,41.7,68.0,2.6,43.1,43.3,7.2,0.0,
154.0,Devin Aromashodu,27.0,MIN,WR,16.0,6.0,84.0,26.0,468.0,18.0,1.0,21.0,29.8,60.0,1.6,29.3,31.0,5.6,1.0,
155.0,Earnest Graham,31.0,TAM,RB,7.0,2.0,31.0,26.0,163.0,6.3,0.0,8.0,54.8,19.0,3.7,23.3,83.9,5.3,1.0,
156.0,Devin Hester,29.0,CHI,WR,16.0,8.0,56.0,26.0,369.0,14.2,1.0,16.0,35.7,53.0,1.6,23.1,46.4,6.6,5.0,AP-2
157.0,Maurice Morris,32.0,DET,RB,16.0,5.0,35.0,26.0,230.0,8.8,1.0,9.0,45.7,16.0,1.6,14.4,74.3,6.6,1.0,
158.0,DeMarco Murray,23.0,DAL,RB,13.0,7.0,35.0,26.0,183.0,7.0,0.0,9.0,45.7,18.0,2.0,14.1,74.3,5.2,1.0,
159.0,Kyle Rudolph,22.0,MIN,TE,15.0,8.0,39.0,26.0,249.0,9.6,3.0,15.0,46.2,41.0,1.7,16.6,66.7,6.4,0.0,
160.0,Tony Scheffler,28.0,DET,TE,15.0,5.0,43.0,26.0,347.0,13.3,6.0,20.0,58.1,36.0,1.7,23.1,60.5,8.1,1.0,
