Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
19.0,Brad Johnson,32.0,WAS,QB,12.0,11.0,7-4-0,228.0,365.0,62.5,2505.0,11.0,3.0,15.0,4.1,120.0,42.3,77.0,6.9,5.62,11.0,208.8,75.7,20.0,150.0,5.19,6.12,4.94,1.0,4.0,
20.0,Charlie Batch,26.0,DET,QB,15.0,15.0,8-7-0,221.0,412.0,53.6,2489.0,13.0,3.2,15.0,3.6,117.0,35.5,59.0,6.0,5.03,11.3,165.9,67.3,41.0,242.0,9.05,4.96,4.04,3.0,5.0,
21.0,Jay Fiedler,29.0,MIA,QB,15.0,15.0,10-5-0,204.0,357.0,57.1,2402.0,14.0,3.9,14.0,3.9,106.0,41.3,61.0,6.7,5.75,11.8,160.1,74.5,23.0,129.0,6.05,5.98,5.06,1.0,1.0,AP CPoY-12
22.0,Chris Chandler,35.0,ATL,QB,14.0,13.0,4-9-0,192.0,331.0,58.0,2236.0,10.0,3.0,12.0,3.6,106.0,39.9,55.0,6.8,5.73,11.6,159.7,73.5,40.0,251.0,10.78,5.35,4.43,1.0,2.0,
23.0,Rob Johnson,27.0,BUF,QB,12.0,11.0,4-7-0,175.0,306.0,57.2,2125.0,12.0,3.9,7.0,2.3,102.0,39.7,74.0,6.9,6.7,12.1,177.1,82.2,49.0,292.0,13.8,5.16,4.95,2.0,1.0,
24.0,Trent Green,30.0,STL,QB,8.0,5.0,2-3-0,145.0,240.0,60.4,2063.0,16.0,6.7,5.0,2.1,92.0,45.8,64.0,8.6,8.99,14.2,257.9,101.8,24.0,145.0,9.09,7.27,7.63,0.0,1.0,AP CPoY-12
25.0,Jeff Blake,30.0,NOR,QB,11.0,11.0,7-4-0,184.0,302.0,60.9,2025.0,13.0,4.3,9.0,3.0,103.0,45.7,49.0,6.7,6.23,11.0,184.1,82.7,24.0,150.0,7.36,5.75,5.31,1.0,1.0,
26.0,Ryan Leaf,24.0,SDG,QB,11.0,9.0,1-8-0,161.0,322.0,50.0,1883.0,11.0,3.4,18.0,5.6,82.0,34.3,83.0,5.8,4.02,11.7,171.2,56.2,31.0,155.0,8.78,4.9,3.22,1.0,1.0,
27.0,Kordell Stewart,28.0,PIT,QB,16.0,11.0,7-4-0,151.0,289.0,52.2,1860.0,11.0,3.8,8.0,2.8,91.0,38.6,45.0,6.4,5.95,12.3,116.3,73.6,30.0,150.0,9.4,5.36,4.92,1.0,1.0,AP CPoY-12
28.0,Gus Frerotte,29.0,DEN,QB,10.0,6.0,4-2-0,138.0,232.0,59.5,1776.0,9.0,3.9,8.0,3.4,87.0,48.8,44.0,7.7,6.88,12.9,177.6,82.1,12.0,77.0,4.92,6.96,6.23,2.0,2.0,AP CPoY-12
29.0,Doug Flutie,38.0,BUF,QB,11.0,5.0,4-1-0,132.0,231.0,57.1,1700.0,8.0,3.5,3.0,1.3,70.0,44.8,52.0,7.4,7.47,12.9,154.5,86.5,10.0,68.0,4.15,6.77,6.88,1.0,3.0,
30.0,Cade McNown,23.0,CHI,QB,10.0,9.0,1-8-0,154.0,280.0,55.0,1646.0,8.0,2.9,9.0,3.2,67.0,36.2,68.0,5.9,5.0,10.7,164.6,68.5,27.0,169.0,8.79,4.81,4.01,0.0,1.0,
31.0,Troy Aikman,34.0,DAL,QB,11.0,11.0,4-7-0,156.0,262.0,59.5,1632.0,7.0,2.7,14.0,5.3,83.0,45.8,48.0,6.2,4.36,10.5,148.4,64.3,13.0,91.0,4.73,5.6,3.82,0.0,1.0,
32.0,Tony Banks,27.0,BAL,QB,11.0,8.0,5-3-0,150.0,274.0,54.7,1578.0,8.0,2.9,8.0,2.9,84.0,41.5,53.0,5.8,5.03,10.5,143.5,69.3,20.0,152.0,6.8,4.85,4.17,1.0,1.0,
33.0,Aaron Brooks,24.0,NOR,QB,8.0,5.0,3-2-0,113.0,194.0,58.2,1514.0,9.0,4.6,6.0,3.1,67.0,41.1,53.0,7.8,7.34,13.4,189.3,85.7,15.0,94.0,7.18,6.79,6.36,1.0,2.0,
34.0,Trent Dilfer,28.0,BAL,QB,11.0,8.0,7-1-0,134.0,226.0,59.3,1502.0,12.0,5.3,11.0,4.9,69.0,41.4,59.0,6.6,5.52,11.2,136.5,76.6,23.0,135.0,9.24,5.49,4.47,1.0,1.0,AP CPoY-3
35.0,Tim Couch,23.0,CLE,QB,7.0,7.0,2-5-0,137.0,215.0,63.7,1483.0,7.0,3.3,9.0,4.2,60.0,40.0,79.0,6.9,5.67,10.8,211.9,77.3,10.0,78.0,4.44,6.24,5.07,1.0,1.0,
36.0,Jim Harbaugh,37.0,SDG,QB,7.0,5.0,0-5-0,123.0,202.0,60.9,1416.0,8.0,4.0,10.0,5.0,67.0,43.5,62.0,7.0,5.57,11.5,202.3,74.6,14.0,96.0,6.48,6.11,4.77,0.0,0.0,
37.0,Jeff George,33.0,WAS,QB,6.0,5.0,1-4-0,113.0,194.0,58.2,1389.0,7.0,3.6,6.0,3.1,65.0,42.7,50.0,7.2,6.49,12.3,231.5,79.6,12.0,94.0,5.83,6.29,5.66,0.0,0.0,
38.0,Akili Smith,25.0,CIN,QB,12.0,11.0,2-9-0,118.0,267.0,44.2,1253.0,3.0,1.1,6.0,2.2,59.0,27.4,46.0,4.7,3.91,10.6,104.4,52.8,36.0,191.0,11.88,3.5,2.81,0.0,0.0,
39.0,Doug Pederson,32.0,CLE,QB,11.0,8.0,1-7-0,117.0,210.0,55.7,1047.0,2.0,1.0,8.0,3.8,45.0,35.2,67.0,5.0,3.46,8.9,95.2,56.6,17.0,116.0,7.49,4.1,2.69,0.0,0.0,
40.0,Scott Mitchell,32.0,CIN,QB,8.0,5.0,2-3-0,89.0,187.0,47.6,966.0,3.0,1.6,8.0,4.3,50.0,35.5,38.0,5.2,3.56,10.9,120.8,50.8,16.0,82.0,7.88,4.35,2.88,1.0,1.0,
41.0,Shane Matthews,30.0,CHI,QB,6.0,5.0,3-2-0,102.0,178.0,57.3,964.0,3.0,1.7,6.0,3.4,53.0,41.5,41.0,5.4,4.24,9.5,160.7,64.0,5.0,24.0,2.73,5.14,3.99,0.0,1.0,
42.0,Kent Graham,32.0,PIT,QB,12.0,5.0,2-3-0,66.0,148.0,44.6,878.0,1.0,0.7,1.0,0.7,38.0,32.9,77.0,5.9,5.76,13.3,73.2,63.4,13.0,70.0,8.07,5.02,4.86,0.0,0.0,
43.0,Randall Cunningham,37.0,DAL,QB,6.0,3.0,1-2-0,74.0,125.0,59.2,849.0,6.0,4.8,4.0,3.2,34.0,36.8,76.0,6.8,6.31,11.5,141.5,82.4,8.0,45.0,6.02,6.05,5.59,0.0,0.0,
44.0,Brock Huard,24.0,SEA,QB,5.0,4.0,0-4-0,49.0,87.0,56.3,540.0,3.0,3.4,2.0,2.3,26.0,35.0,45.0,6.2,5.86,11.0,108.0,76.8,13.0,72.0,13.0,4.68,4.38,0.0,0.0,
45.0,Neil O'Donnell,34.0,TEN,QB,7.0,1.0,1-0-0,36.0,64.0,56.3,530.0,2.0,3.1,3.0,4.7,25.0,44.8,67.0,8.3,6.8,14.7,75.7,74.3,3.0,23.0,4.48,7.57,6.15,2.0,2.0,
46.0,Danny Kanell,27.0,ATL,QB,5.0,1.0,0-1-0,57.0,116.0,49.1,524.0,2.0,1.7,5.0,4.3,30.0,31.5,35.0,4.5,2.92,9.2,104.8,49.6,8.0,60.0,6.45,3.74,2.25,0.0,0.0,
47.0,Stoney Case,28.0,DET,QB,5.0,1.0,1-0-0,56.0,91.0,61.5,503.0,1.0,1.1,4.0,4.4,27.0,38.8,40.0,5.5,3.77,9.0,100.6,61.7,12.0,75.0,11.65,4.16,2.6,0.0,0.0,
48.0,Dave Brown,30.0,ARI,QB,6.0,2.0,0-2-0,40.0,69.0,58.0,467.0,2.0,2.9,3.0,4.3,20.0,32.9,44.0,6.8,5.39,11.7,77.8,70.1,10.0,53.0,12.66,5.24,4.04,0.0,0.0,
49.0,Doug Johnson,23.0,ATL,QB,4.0,2.0,0-2-0,36.0,67.0,53.7,406.0,2.0,3.0,3.0,4.5,21.0,36.3,26.0,6.1,4.64,11.3,101.5,63.4,13.0,75.0,16.25,4.14,2.95,0.0,0.0,
50.0,Jim Miller,29.0,CHI,QB,3.0,2.0,1-1-0,47.0,82.0,57.3,382.0,1.0,1.2,1.0,1.2,23.0,34.5,34.0,4.7,4.35,8.1,127.3,68.2,2.0,7.0,2.38,4.46,4.17,0.0,0.0,
51.0,Damon Huard,27.0,MIA,QB,16.0,1.0,1-0-0,39.0,63.0,61.9,318.0,1.0,1.6,3.0,4.8,15.0,41.8,29.0,5.0,3.22,8.2,19.9,60.2,4.0,22.0,5.97,4.42,2.7,1.0,1.0,
52.0,Jamie Martin,30.0,JAX,QB,5.0,0.0,,22.0,33.0,66.7,307.0,2.0,6.1,1.0,3.0,16.0,60.6,65.0,9.3,9.15,14.0,61.4,104.0,0.0,0.0,0.0,9.3,9.15,0.0,0.0,
53.0,Moses Moreno,25.0,SDG,QB,6.0,2.0,0-2-0,27.0,53.0,50.9,241.0,0.0,0.0,2.0,3.8,10.0,29.5,26.0,4.5,2.85,8.9,40.2,47.8,8.0,51.0,13.11,3.11,1.64,0.0,0.0,
54.0,Anthony Wright,24.0,DAL,QB,4.0,2.0,0-2-0,22.0,53.0,41.5,237.0,0.0,0.0,3.0,5.7,10.0,23.1,46.0,4.5,1.92,10.8,59.3,31.7,12.0,92.0,18.46,2.23,0.15,0.0,0.0,
55.0,Warren Moon,44.0,KAN,QB,2.0,1.0,0-1-0,15.0,34.0,44.1,208.0,1.0,2.9,1.0,2.9,9.0,33.3,41.0,6.1,5.38,13.9,104.0,61.9,5.0,46.0,12.82,4.15,3.51,0.0,0.0,
56.0,Ray Lucas,28.0,NYJ,QB,7.0,0.0,,21.0,41.0,51.2,206.0,0.0,0.0,4.0,9.8,10.0,38.3,30.0,5.0,0.63,9.8,29.4,26.1,6.0,24.0,12.77,3.87,0.04,0.0,0.0,
57.0,Spergon Wynn,22.0,CLE,QB,7.0,1.0,0-1-0,22.0,54.0,40.7,167.0,0.0,0.0,1.0,1.9,5.0,19.4,32.0,3.1,2.26,7.6,23.9,41.2,13.0,89.0,19.4,1.16,0.49,0.0,0.0,
58.0,Rick Mirer,30.0,SFO,QB,1.0,0.0,,10.0,20.0,50.0,126.0,1.0,5.0,0.0,0.0,6.0,33.3,26.0,6.3,7.3,12.6,126.0,86.7,1.0,6.0,4.76,5.71,6.67,0.0,0.0,
59.0,Jeff Lewis,27.0,CAR,QB,5.0,0.0,,16.0,32.0,50.0,120.0,0.0,0.0,1.0,3.1,6.0,30.8,16.0,3.8,2.34,7.5,24.0,46.4,7.0,51.0,17.95,1.77,0.62,0.0,0.0,
60.0,Matt Hasselbeck,25.0,GNB,QB,16.0,0.0,,10.0,19.0,52.6,104.0,1.0,5.3,0.0,0.0,4.0,35.0,27.0,5.5,6.53,10.4,6.5,86.3,1.0,2.0,5.0,5.1,6.1,0.0,0.0,
61.0,Bubby Brister,38.0,MIN,QB,2.0,0.0,,10.0,20.0,50.0,82.0,0.0,0.0,1.0,5.0,3.0,28.6,20.0,4.1,1.85,8.2,41.0,40.0,1.0,6.0,4.76,3.62,1.48,0.0,0.0,
62.0,Michael Bishop,24.0,NWE,QB,8.0,0.0,,3.0,9.0,33.3,80.0,1.0,11.1,1.0,11.1,3.0,33.3,44.0,8.9,6.11,26.7,10.0,64.4,0.0,0.0,0.0,8.89,6.11,0.0,0.0,
63.0,Chad Pennington,24.0,NYJ,QB,1.0,0.0,,2.0,5.0,40.0,67.0,1.0,20.0,0.0,0.0,2.0,33.3,62.0,13.4,17.4,33.5,67.0,127.1,1.0,4.0,16.67,10.5,13.83,0.0,0.0,
64.0,Alex Van Pelt,30.0,BUF,QB,1.0,0.0,,4.0,8.0,50.0,67.0,0.0,0.0,0.0,0.0,2.0,25.0,36.0,8.4,8.38,16.8,67.0,78.6,0.0,0.0,0.0,8.38,8.38,0.0,1.0,
65.0,John Friesz,33.0,NWE,QB,1.0,0.0,,11.0,21.0,52.4,66.0,0.0,0.0,1.0,4.8,4.0,16.7,17.0,3.1,1.0,6.0,66.0,39.0,3.0,16.0,12.5,2.08,0.21,0.0,0.0,
66.0,Chris Greisen,24.0,ARI,QB,3.0,0.0,,6.0,10.0,60.0,65.0,1.0,10.0,0.0,0.0,4.0,46.2,26.0,6.5,8.5,10.8,21.7,112.5,3.0,24.0,23.08,3.15,4.69,0.0,0.0,
67.0,Clint Stoerner,23.0,DAL,QB,1.0,0.0,,3.0,5.0,60.0,53.0,1.0,20.0,0.0,0.0,3.0,57.1,29.0,10.6,14.6,17.7,53.0,135.8,2.0,21.0,28.57,4.57,7.43,0.0,0.0,
68.0,Frank Wycheck,29.0,TEN,TE,16.0,16.0,,2.0,2.0,100.0,53.0,1.0,50.0,0.0,0.0,2.0,100.0,30.0,26.5,36.5,26.5,3.3,158.3,0.0,0.0,0.0,26.5,36.5,0.0,0.0,"PB,AP-2"
69.0,Chris Mohr,34.0,BUF,P,16.0,0.0,,1.0,1.0,100.0,44.0,0.0,0.0,0.0,0.0,1.0,100.0,44.0,44.0,44.0,44.0,2.8,118.7,0.0,0.0,0.0,44.0,44.0,0.0,0.0,
70.0,Mark Royals,35.0,TAM,P,16.0,0.0,,1.0,1.0,100.0,36.0,0.0,0.0,0.0,0.0,1.0,100.0,36.0,36.0,36.0,36.0,2.3,118.7,0.0,0.0,0.0,36.0,36.0,0.0,0.0,
71.0,Ricky Williams,23.0,NOR,RB,10.0,10.0,,1.0,1.0,100.0,34.0,0.0,0.0,0.0,0.0,1.0,100.0,34.0,34.0,34.0,34.0,3.4,118.7,0.0,0.0,0.0,34.0,34.0,0.0,0.0,
72.0,Sylvester Morris,23.0,KAN,WR,15.0,14.0,,1.0,1.0,100.0,31.0,0.0,0.0,0.0,0.0,1.0,100.0,31.0,31.0,31.0,31.0,2.1,118.7,0.0,0.0,0.0,31.0,31.0,0.0,0.0,
73.0,Kevin Johnson,24.0,CLE,WR,16.0,16.0,,1.0,3.0,33.3,23.0,0.0,0.0,1.0,33.3,1.0,33.3,23.0,7.7,-7.33,23.0,1.4,22.2,0.0,0.0,0.0,7.67,-7.33,0.0,0.0,
74.0,Brian Mitchell,32.0,PHI,RB,16.0,1.0,,1.0,4.0,25.0,21.0,0.0,0.0,0.0,0.0,1.0,25.0,21.0,5.3,5.25,21.0,1.3,49.0,0.0,0.0,0.0,5.25,5.25,0.0,0.0,
75.0,Chris Redman,23.0,BAL,QB,2.0,0.0,,2.0,3.0,66.7,19.0,0.0,0.0,0.0,0.0,1.0,33.3,12.0,6.3,6.33,9.5,9.5,84.0,0.0,0.0,0.0,6.33,6.33,0.0,0.0,
76.0,Eric Zeier,28.0,TAM,QB,3.0,0.0,,3.0,3.0,100.0,19.0,0.0,0.0,0.0,0.0,1.0,66.7,14.0,6.3,6.33,6.3,6.3,93.1,0.0,0.0,0.0,6.33,6.33,0.0,0.0,
77.0,Lee Johnson,39.0,NWE,P,16.0,0.0,,1.0,1.0,100.0,18.0,0.0,0.0,0.0,0.0,1.0,100.0,18.0,18.0,18.0,18.0,1.1,118.7,0.0,0.0,0.0,18.0,18.0,0.0,0.0,
78.0,Curtis Martin,27.0,NYJ,RB,16.0,16.0,,1.0,1.0,100.0,18.0,1.0,100.0,0.0,0.0,1.0,100.0,18.0,18.0,38.0,18.0,1.1,158.3,0.0,0.0,0.0,18.0,38.0,0.0,0.0,
79.0,Louie Aguiar,34.0,CHI,P,9.0,0.0,,1.0,1.0,100.0,13.0,0.0,0.0,0.0,0.0,1.0,100.0,13.0,13.0,13.0,13.0,1.4,118.7,0.0,0.0,0.0,13.0,13.0,0.0,0.0,
80.0,Kevin Thompson,23.0,CLE,QB,1.0,0.0,,1.0,1.0,100.0,8.0,0.0,0.0,0.0,0.0,0.0,,8.0,8.0,8.0,8.0,8.0,100.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,
81.0,Tom Brady,23.0,NWE,QB,1.0,0.0,,1.0,3.0,33.3,6.0,0.0,0.0,0.0,0.0,0.0,,6.0,2.0,2.0,6.0,6.0,42.4,0.0,0.0,0.0,2.0,2.0,0.0,0.0,
82.0,Jermaine Lewis,26.0,BAL,WR,15.0,1.0,,1.0,1.0,100.0,3.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,3.0,3.0,3.0,0.2,79.2,0.0,0.0,0.0,3.0,3.0,0.0,0.0,
83.0,Mike Alstott,27.0,TAM,FB,13.0,13.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PB
84.0,Mitch Berger,28.0,MIN,P,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
85.0,Jerome Bettis,28.0,PIT,RB,16.0,16.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,,,0.0,-22.5,,0.0,0.0,0.0,0.0,0.0,0.0,-22.5,0.0,0.0,
86.0,Travis Brown,23.0,SEA,QB,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
87.0,Robert Chancey,28.0,SDG,RB,4.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
88.0,Koy Detmer,27.0,PHI,QB,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
89.0,Jeff Feagles,34.0,SEA,P,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,,,,,,0.0,0.0,
90.0,Ahman Green,23.0,GNB,RB,16.0,11.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AP CPoY-12
91.0,Joe Hamilton,23.0,TAM,QB,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.0,1.0,100.0,-1.0,-1.0,0.0,0.0,
92.0,Mark Hartsell,27.0,CHI,QB,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
93.0,Bobby Hoying,28.0,OAK,QB,4.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
94.0,Jarious Jackson,23.0,DEN,QB,2.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,1.0,5.0,50.0,-2.5,-2.5,0.0,0.0,
95.0,Jerry Rice,38.0,SFO,WR,16.0,16.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
96.0,Torrance Small,30.0,PHI,WR,14.0,14.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
97.0,Lamar Smith,30.0,MIA,RB,15.0,15.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AP CPoY-5
98.0,Thurman Thomas,34.0,MIA,RB,9.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.0,2.0,100.0,-2.0,-2.0,0.0,0.0,
99.0,Ken Walter,28.0,CAR,P,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
100.0,Todd Husak,22.0,WAS,QB,1.0,0.0,,2.0,2.0,100.0,-2.0,0.0,0.0,0.0,0.0,0.0,,6.0,-1.0,-1.0,-1.0,-2.0,79.2,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,
101.0,Tim Rattay,23.0,SFO,QB,1.0,0.0,,1.0,1.0,100.0,-4.0,0.0,0.0,0.0,0.0,0.0,,-4.0,-4.0,-4.0,-4.0,-4.0,79.2,0.0,0.0,0.0,-4.0,-4.0,0.0,0.0,
,League Average,,,,,,,,,58.2,,,3.9,,3.3,,42.7,,6.7,6.06,11.6,110.0,78.1,,,7.02,5.85,5.21,,,
