Rk,Player,Age,Team,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards
177.0,D.J. Foster,23.0,NWE,WR,3.0,0.0,7.0,24.0,0.0,0.0,14.3,7.0,3.4,8.0,2.3,0.0,
178.0,Brian Hoyer,31.0,CHI,QB,6.0,5.0,7.0,-2.0,0.0,0.0,0.0,3.0,-0.3,-0.3,1.2,3.0,
179.0,Zach Line,26.0,MIN,RB,15.0,4.0,7.0,15.0,0.0,3.0,57.1,5.0,2.1,1.0,0.5,0.0,
180.0,Josh McCown,37.0,CLE,QB,5.0,3.0,7.0,21.0,0.0,0.0,14.3,7.0,3.0,4.2,1.4,7.0,
181.0,Cordarrelle Patterson,25.0,MIN,WR,16.0,8.0,7.0,43.0,0.0,2.0,57.1,22.0,6.1,2.7,0.4,2.0,"PB,AP-1"
182.0,Brandin Cooks,23.0,NOR,WR,16.0,12.0,6.0,30.0,0.0,1.0,66.7,11.0,5.0,1.9,0.4,1.0,
183.0,Johnny Holton,26.0,OAK,WR,15.0,0.0,6.0,43.0,0.0,2.0,33.3,29.0,7.2,2.9,0.4,1.0,
184.0,Landry Jones,27.0,PIT,QB,8.0,2.0,6.0,-4.0,0.0,0.0,0.0,,-0.7,-0.5,0.8,0.0,
185.0,Marqise Lee,25.0,JAX,WR,16.0,6.0,6.0,35.0,0.0,2.0,66.7,11.0,5.8,2.2,0.4,1.0,
186.0,Tyler Lockett,24.0,SEA,WR,15.0,9.0,6.0,114.0,1.0,4.0,83.3,75.0,19.0,7.6,0.4,0.0,AP-2
187.0,Cedric Peerman,30.0,CIN,RB,6.0,0.0,6.0,15.0,0.0,0.0,33.3,4.0,2.5,2.5,1.0,0.0,
188.0,Tom Savage,26.0,HOU,QB,3.0,2.0,6.0,12.0,0.0,2.0,33.3,11.0,2.0,4.0,2.0,1.0,
189.0,Scott Tolzien,29.0,IND,QB,3.0,1.0,6.0,3.0,0.0,0.0,0.0,5.0,0.5,1.0,2.0,1.0,
190.0,C.J. Spiller,29.0,2TM,RB,6.0,0.0,6.0,18.0,0.0,2.0,50.0,13.0,3.0,3.0,1.0,1.0,
190.0,C.J. Spiller,29.0,SEA,RB,2.0,0.0,3.0,9.0,0.0,0.0,0.0,13.0,3.0,4.5,1.5,1.0,
190.0,C.J. Spiller,29.0,NYJ,RB,4.0,0.0,3.0,9.0,0.0,2.0,100.0,4.0,3.0,2.3,0.8,0.0,
191.0,Nelson Agholor,23.0,PHI,WR,15.0,14.0,5.0,14.0,0.0,0.0,40.0,5.0,2.8,0.9,0.3,1.0,
192.0,Jay Cutler,33.0,CHI,QB,5.0,5.0,5.0,24.0,0.0,1.0,40.0,12.0,4.8,4.8,1.0,6.0,
193.0,Shaun Hill,36.0,MIN,QB,3.0,1.0,5.0,5.0,0.0,0.0,0.0,9.0,1.0,1.7,1.7,0.0,
194.0,Adam Humphries,23.0,TAM,WR,15.0,4.0,5.0,18.0,0.0,0.0,60.0,8.0,3.6,1.2,0.3,3.0,
195.0,Kyle Juszczyk,25.0,BAL,RB,16.0,7.0,5.0,22.0,1.0,3.0,60.0,10.0,4.4,1.4,0.3,0.0,PB
196.0,Jarvis Landry,24.0,MIA,WR,16.0,16.0,5.0,17.0,0.0,1.0,20.0,13.0,3.4,1.1,0.3,2.0,PB
197.0,Ryan Mallett,28.0,BAL,QB,4.0,0.0,5.0,-6.0,0.0,0.0,0.0,-1.0,-1.2,-1.5,1.3,0.0,
198.0,Bryce Petty,25.0,NYJ,QB,6.0,4.0,5.0,19.0,0.0,1.0,40.0,9.0,3.8,3.2,0.8,1.0,
199.0,Mike Wallace,30.0,BAL,WR,16.0,16.0,5.0,31.0,0.0,2.0,60.0,13.0,6.2,1.9,0.3,1.0,
200.0,Josh Bellamy,27.0,CHI,WR,16.0,2.0,4.0,37.0,0.0,2.0,75.0,22.0,9.3,2.3,0.3,0.0,
201.0,Tyler Boyd,22.0,CIN,WR,16.0,2.0,4.0,58.0,0.0,2.0,50.0,39.0,14.5,3.6,0.3,1.0,
202.0,Travaris Cadet,27.0,NOR,RB,15.0,1.0,4.0,19.0,0.0,1.0,50.0,16.0,4.8,1.3,0.3,0.0,
203.0,Matt Cassel,34.0,TEN,QB,4.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,0.8,0.8,1.0,1.0,
204.0,Sammie Coates,23.0,PIT,WR,14.0,5.0,4.0,14.0,0.0,1.0,50.0,15.0,3.5,1.0,0.3,0.0,
205.0,Nick Foles,27.0,KAN,QB,3.0,1.0,4.0,-4.0,0.0,0.0,0.0,-1.0,-1.0,-1.3,1.3,0.0,
206.0,Taylor Gabriel,25.0,ATL,WR,13.0,3.0,4.0,51.0,1.0,3.0,75.0,27.0,12.8,3.9,0.3,0.0,
207.0,Mike James,25.0,TAM,RB,4.0,0.0,4.0,19.0,0.0,1.0,50.0,9.0,4.8,4.8,1.0,0.0,
208.0,Andy Janovich,23.0,DEN,RB,11.0,5.0,4.0,33.0,1.0,2.0,100.0,28.0,8.3,3.0,0.4,0.0,
209.0,JJ Nelson,24.0,ARI,WR,15.0,6.0,4.0,83.0,1.0,3.0,75.0,56.0,20.8,5.5,0.3,1.0,
210.0,Jay Prosch,24.0,HOU,RB,15.0,1.0,4.0,9.0,0.0,3.0,75.0,5.0,2.3,0.6,0.3,0.0,
211.0,Mark Sanchez,30.0,DAL,QB,2.0,0.0,4.0,-2.0,0.0,0.0,0.0,1.0,-0.5,-1.0,2.0,0.0,
212.0,Stepfan Taylor,25.0,ARI,RB,15.0,0.0,4.0,12.0,0.0,1.0,50.0,12.0,3.0,0.8,0.3,0.0,
213.0,De'Anthony Thomas,23.0,KAN,RB,12.0,0.0,4.0,29.0,0.0,1.0,50.0,23.0,7.3,2.4,0.3,0.0,
214.0,Josh Huff,25.0,2TM,WR,10.0,2.0,4.0,15.0,0.0,1.0,50.0,10.0,3.8,1.5,0.4,0.0,
214.0,Josh Huff,25.0,PHI,WR,7.0,2.0,3.0,10.0,0.0,1.0,33.3,10.0,3.3,1.4,0.4,0.0,
214.0,Josh Huff,25.0,TAM,WR,3.0,0.0,1.0,5.0,0.0,0.0,100.0,5.0,5.0,1.7,0.3,0.0,
215.0,Doug Baldwin,28.0,SEA,WR,16.0,15.0,3.0,2.0,0.0,0.0,33.3,4.0,0.7,0.1,0.2,1.0,PB
216.0,Joique Bell,30.0,2TM,RB,7.0,0.0,3.0,6.0,0.0,0.0,33.3,6.0,2.0,0.9,0.4,0.0,
216.0,Joique Bell,30.0,CHI,RB,4.0,0.0,3.0,6.0,0.0,0.0,33.3,6.0,2.0,1.5,0.8,0.0,
216.0,Joique Bell,30.0,DET,RB,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
217.0,Antonio Brown,28.0,PIT,WR,15.0,15.0,3.0,9.0,0.0,1.0,66.7,13.0,3.0,0.6,0.2,0.0,"PB,AP-1"
218.0,Michael Campanaro,25.0,BAL,WR,3.0,0.0,3.0,72.0,0.0,3.0,100.0,39.0,24.0,24.0,1.0,0.0,
219.0,Robbie Chosen,23.0,NYJ,WR,16.0,8.0,3.0,42.0,0.0,2.0,66.7,30.0,14.0,2.6,0.2,1.0,
220.0,Stefon Diggs,23.0,MIN,WR,13.0,11.0,3.0,10.0,0.0,1.0,33.3,12.0,3.3,0.8,0.2,0.0,
221.0,Chris Hogan,29.0,NWE,WR,15.0,14.0,3.0,9.0,0.0,0.0,33.3,6.0,3.0,0.6,0.2,1.0,
222.0,Brett Hundley,23.0,GNB,QB,4.0,0.0,3.0,-2.0,0.0,0.0,33.3,,-0.7,-0.5,0.8,1.0,
223.0,Paul Lasike,26.0,CHI,RB,10.0,3.0,3.0,8.0,0.0,3.0,100.0,5.0,2.7,0.8,0.3,0.0,
224.0,Tommylee Lewis,24.0,NOR,WR,12.0,1.0,3.0,11.0,0.0,1.0,33.3,7.0,3.7,0.9,0.3,2.0,
225.0,Terrence Magee,23.0,SEA,RB,2.0,0.0,3.0,12.0,0.0,0.0,66.7,5.0,4.0,6.0,1.5,0.0,
226.0,Dexter McCluster,27.0,SDG,WR,6.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.7,0.3,0.5,0.0,
227.0,Matt McGloin,27.0,OAK,QB,3.0,1.0,3.0,-3.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,
228.0,Braxton Miller,24.0,HOU,WR,10.0,6.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3,0.0,
229.0,Chris Moore,23.0,BAL,WR,15.0,0.0,3.0,19.0,0.0,1.0,66.7,10.0,6.3,1.3,0.2,1.0,
230.0,Stevan Ridley,27.0,ATL,RB,1.0,0.0,3.0,7.0,0.0,1.0,33.3,7.0,2.3,7.0,3.0,0.0,
231.0,Sterling Shepard,23.0,NYG,WR,16.0,16.0,3.0,31.0,0.0,1.0,66.7,22.0,10.3,1.9,0.2,0.0,
232.0,Drew Stanton,32.0,ARI,QB,5.0,1.0,3.0,-3.0,0.0,0.0,0.0,-1.0,-1.0,-0.6,0.6,0.0,
233.0,Brandon Tate,29.0,BUF,WR,15.0,1.0,3.0,48.0,0.0,2.0,100.0,30.0,16.0,3.2,0.2,0.0,
234.0,Antonio Andrews,24.0,TEN,RB,16.0,0.0,2.0,15.0,0.0,0.0,50.0,9.0,7.5,0.9,0.1,0.0,
235.0,Demarcus Ayers,22.0,PIT,WR,2.0,1.0,2.0,-12.0,0.0,0.0,0.0,,-6.0,-6.0,1.0,0.0,
236.0,Joe Banyard,28.0,JAX,RB,1.0,0.0,2.0,7.0,0.0,0.0,0.0,7.0,3.5,7.0,2.0,0.0,
237.0,Travis Benjamin,27.0,SDG,WR,14.0,8.0,2.0,-3.0,0.0,0.0,0.0,-1.0,-1.5,-0.2,0.1,5.0,
238.0,Martellus Bennett,29.0,NWE,TE,16.0,12.0,2.0,10.0,0.0,0.0,100.0,6.0,5.0,0.6,0.1,0.0,
239.0,Corey Brown,25.0,CAR,WR,16.0,8.0,2.0,6.0,0.0,0.0,50.0,9.0,3.0,0.4,0.1,1.0,
240.0,Brandon Burks,23.0,NYJ,RB,1.0,0.0,2.0,-4.0,0.0,0.0,0.0,1.0,-2.0,-4.0,2.0,0.0,
241.0,Kellen Clemens,33.0,SDG,QB,12.0,0.0,2.0,-1.0,0.0,0.0,0.0,,-0.5,-0.1,0.2,0.0,
242.0,Corey Coleman,22.0,CLE,WR,10.0,10.0,2.0,10.0,0.0,0.0,50.0,9.0,5.0,1.0,0.2,0.0,
243.0,Jamison Crowder,23.0,WAS,WR,16.0,9.0,2.0,-2.0,0.0,1.0,50.0,7.0,-1.0,-0.1,0.1,2.0,
244.0,Phillip Dorsett,23.0,IND,WR,15.0,7.0,2.0,10.0,0.0,1.0,50.0,7.0,5.0,0.7,0.1,1.0,
245.0,Larry Fitzgerald,33.0,ARI,WR,16.0,16.0,2.0,5.0,0.0,0.0,50.0,4.0,2.5,0.3,0.1,2.0,PB
246.0,Andrew Hawkins,30.0,CLE,WR,16.0,5.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0,
247.0,Bronson Hill,23.0,JAX,RB,3.0,0.0,2.0,11.0,0.0,0.0,100.0,7.0,5.5,3.7,0.7,0.0,
248.0,Jeff Janis,25.0,GNB,WR,16.0,1.0,2.0,38.0,1.0,2.0,100.0,19.0,19.0,2.4,0.1,0.0,
249.0,Marquette King,28.0,OAK,P,16.0,0.0,2.0,27.0,0.0,0.0,0.0,27.0,13.5,1.7,0.1,1.0,AP-2
250.0,Sam Koch,34.0,BAL,P,16.0,0.0,2.0,-23.0,0.0,0.0,0.0,,-11.5,-1.4,0.1,0.0,
251.0,Marcel Reece,31.0,SEA,RB,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,
252.0,Daryl Richardson,26.0,PIT,RB,3.0,0.0,2.0,7.0,0.0,0.0,50.0,6.0,3.5,2.3,0.7,0.0,
253.0,Jon Ryan,35.0,SEA,P,16.0,0.0,2.0,26.0,0.0,1.0,50.0,26.0,13.0,1.6,0.1,3.0,
254.0,Matt Schaub,35.0,ATL,QB,4.0,0.0,2.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-0.5,0.5,0.0,
255.0,Geno Smith,26.0,NYJ,QB,2.0,1.0,2.0,9.0,0.0,1.0,50.0,7.0,4.5,4.5,1.0,1.0,
256.0,Keith Smith,24.0,DAL,DB,16.0,1.0,2.0,5.0,0.0,2.0,100.0,3.0,2.5,0.3,0.1,0.0,
257.0,Adam Thielen,26.0,MIN,WR,16.0,10.0,2.0,15.0,0.0,1.0,100.0,11.0,7.5,0.9,0.1,2.0,
258.0,Bryce Treggs,22.0,PHI,WR,9.0,1.0,2.0,7.0,0.0,2.0,100.0,4.0,3.5,0.8,0.2,0.0,
259.0,Will Tukuafu,32.0,SEA,FB,7.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.0,
260.0,Delanie Walker,32.0,TEN,TE,15.0,9.0,2.0,11.0,0.0,0.0,0.0,8.0,5.5,0.7,0.1,1.0,PB
261.0,Derek Watt,24.0,SDG,FB,16.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.3,0.1,0.0,
262.0,Charlie Whitehurst,34.0,CLE,QB,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.5,1.0,2.0,0.0,
263.0,Albert Wilson,24.0,KAN,WR,16.0,5.0,2.0,50.0,1.0,1.0,50.0,55.0,25.0,3.1,0.1,0.0,
264.0,James Wright,25.0,CIN,WR,13.0,2.0,2.0,-6.0,0.0,1.0,50.0,2.0,-3.0,-0.5,0.2,0.0,
265.0,Shane Wynn,24.0,JAX,WR,5.0,0.0,2.0,5.0,0.0,0.0,50.0,7.0,2.5,1.0,0.4,0.0,
266.0,Bralon Addison,23.0,CHI,WR,2.0,0.0,1.0,4.0,0.0,1.0,100.0,4.0,4.0,2.0,0.5,1.0,
267.0,Derek Anderson,33.0,CAR,QB,5.0,2.0,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.8,0.2,1.0,
268.0,Cole Beasley,27.0,DAL,WR,16.0,6.0,1.0,7.0,0.0,0.0,100.0,7.0,7.0,0.4,0.1,0.0,
269.0,Odell Beckham Jr.,24.0,NYG,WR,16.0,16.0,1.0,9.0,0.0,0.0,100.0,9.0,9.0,0.6,0.1,3.0,"PB,AP-2"
270.0,Jordan Berry,25.0,PIT,P,16.0,0.0,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.2,0.1,1.0,
271.0,Antwon Blake,26.0,TEN,DB,16.0,1.0,1.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,-0.1,0.1,0.0,
272.0,Brandon Bolden,26.0,NWE,RB,14.0,0.0,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.3,0.1,0.0,
273.0,Quan Bray,23.0,IND,WR,6.0,0.0,1.0,7.0,0.0,0.0,100.0,7.0,7.0,1.2,0.2,0.0,
274.0,John Brown,26.0,ARI,WR,15.0,6.0,1.0,10.0,0.0,1.0,100.0,10.0,10.0,0.7,0.1,1.0,
275.0,Drew Butler,27.0,ARI,P,7.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
276.0,Amari Cooper,22.0,OAK,WR,16.0,14.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,2.0,PB
277.0,Matt Darr,24.0,MIA,P,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,2.0,
278.0,Eric Ebron,23.0,DET,TE,13.0,13.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,0.1,0.1,0.0,
279.0,Lac Edwards,24.0,NYJ,P,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
280.0,Rhett Ellison,28.0,MIN,TE,15.0,6.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,0.1,0.1,0.0,
281.0,Quincy Enunwa,24.0,NYJ,WR,16.0,13.0,1.0,12.0,0.0,1.0,100.0,12.0,12.0,0.8,0.1,0.0,
282.0,Tyler Ervin,23.0,HOU,RB,12.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.3,0.1,3.0,
283.0,David Fales,26.0,CHI,QB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,
284.0,George Farmer,23.0,SEA,WR,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,
285.0,Coby Fleener,28.0,NOR,TE,16.0,8.0,1.0,2.0,1.0,1.0,100.0,2.0,2.0,0.1,0.1,2.0,
286.0,Jalston Fowler,26.0,TEN,RB,16.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.2,0.1,0.0,
287.0,Will Fuller,22.0,HOU,WR,14.0,13.0,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.2,0.1,2.0,
288.0,Jimmy Graham,30.0,SEA,TE,16.0,15.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,2.0,PB
289.0,Jakeem Grant,24.0,MIA,WR,16.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,4.0,
290.0,Percy Harvin,28.0,BUF,WR,2.0,1.0,1.0,11.0,0.0,1.0,100.0,11.0,11.0,5.5,0.5,0.0,
291.0,Chad Henne,31.0,JAX,QB,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,0.0,
292.0,Darrius Heyward-Bey,29.0,PIT,WR,10.0,0.0,1.0,60.0,1.0,1.0,100.0,60.0,60.0,6.0,0.1,0.0,
293.0,Malcolm Johnson,24.0,CLE,TE,7.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.3,0.1,1.0,
294.0,Cardale Jones,24.0,BUF,QB,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,
295.0,Chris Jones,27.0,DAL,P,16.0,0.0,1.0,30.0,0.0,1.0,100.0,30.0,30.0,1.9,0.1,0.0,
296.0,Donnie Jones,36.0,PHI,P,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
297.0,Marvin Jones,26.0,DET,WR,15.0,15.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.2,0.1,0.0,
298.0,Taiwan Jones,28.0,OAK,RB,13.0,0.0,1.0,-8.0,0.0,0.0,0.0,-8.0,-8.0,-0.6,0.1,0.0,
299.0,Drew Kaser,23.0,SDG,P,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
300.0,Travis Kelce,27.0,KAN,TE,16.0,15.0,1.0,-5.0,0.0,0.0,0.0,-5.0,-5.0,-0.3,0.1,0.0,"PB,AP-1"
301.0,Joe Kerridge,24.0,GNB,RB,8.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0,
302.0,Brandon LaFell,30.0,CIN,WR,16.0,14.0,1.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,-0.1,0.1,0.0,
303.0,Jeremy Maclin,28.0,KAN,WR,12.0,12.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.1,0.1,0.0,
304.0,Sean Mannion,24.0,LAR,QB,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,
305.0,Marc Mariani,29.0,TEN,WR,16.0,0.0,1.0,15.0,0.0,1.0,100.0,15.0,15.0,0.9,0.1,1.0,
306.0,Bradley Marquez,24.0,LAR,WR,14.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,0.0,
307.0,Pat McAfee,29.0,IND,P,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0,PB
308.0,J.D. McKissic,23.0,SEA,RB,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,
309.0,Brandon McManus,25.0,DEN,K,16.0,0.0,1.0,6.0,0.0,0.0,0.0,6.0,6.0,0.4,0.1,0.0,
310.0,Cameron Meredith,24.0,CHI,WR,14.0,10.0,1.0,6.0,0.0,0.0,100.0,6.0,6.0,0.4,0.1,3.0,
311.0,Donte Moncrief,23.0,IND,WR,9.0,7.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.1,0.1,0.0,
312.0,Matt Moore,32.0,MIA,QB,4.0,3.0,1.0,-1.0,0.0,0.0,100.0,-1.0,-1.0,-0.3,0.3,1.0,
313.0,Raheem Mostert,24.0,SFO,RB,1.0,0.0,1.0,6.0,0.0,0.0,100.0,6.0,6.0,6.0,1.0,0.0,
314.0,Jordan Norwood,30.0,DEN,WR,14.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,5.0,
315.0,Breshad Perriman,23.0,BAL,WR,16.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,0.0,
316.0,Dontari Poe,26.0,KAN,NT,16.0,16.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,0.1,0.1,0.0,
317.0,Chris Prosinski,29.0,CHI,DB,16.0,1.0,1.0,2.0,0.0,1.0,100.0,2.0,2.0,0.1,0.1,0.0,
318.0,Paul Richardson,24.0,SEA,WR,15.0,0.0,1.0,5.0,0.0,1.0,100.0,5.0,5.0,0.3,0.1,0.0,
319.0,Eli Rogers,24.0,PIT,WR,13.0,8.0,1.0,6.0,0.0,0.0,100.0,6.0,6.0,0.5,0.1,2.0,
320.0,Emmanuel Sanders,29.0,DEN,WR,16.0,16.0,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.3,0.1,1.0,PB
321.0,Mohamed Sanu,27.0,ATL,WR,15.0,15.0,1.0,5.0,0.0,0.0,100.0,5.0,5.0,0.3,0.1,1.0,
322.0,Colton Schmidt,26.0,BUF,P,16.0,0.0,1.0,16.0,0.0,1.0,100.0,16.0,16.0,1.0,0.1,1.0,
323.0,Tajae Sharpe,22.0,TEN,WR,16.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.0,
324.0,Russell Shepard,26.0,TAM,WR,14.0,4.0,1.0,9.0,0.0,0.0,100.0,9.0,9.0,0.6,0.1,0.0,
325.0,Matthew Slater,31.0,NWE,WR,13.0,0.0,1.0,5.0,0.0,1.0,100.0,5.0,5.0,0.4,0.1,2.0,"PB,AP-1"
326.0,Lorenzo Taliaferro,25.0,BAL,RB,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3,0.0,
327.0,Bryan Walters,29.0,JAX,WR,10.0,3.0,1.0,4.0,0.0,1.0,100.0,4.0,4.0,0.4,0.1,1.0,
328.0,Kevin White,24.0,CHI,WR,4.0,4.0,1.0,9.0,0.0,0.0,100.0,9.0,9.0,2.3,0.3,0.0,
329.0,Robert Woods,24.0,BUF,WR,13.0,10.0,1.0,6.0,0.0,1.0,100.0,6.0,6.0,0.5,0.1,0.0,
330.0,Kendall Wright,27.0,TEN,WR,11.0,4.0,1.0,15.0,0.0,1.0,100.0,15.0,15.0,1.4,0.1,0.0,
331.0,Jared Abbrederis,26.0,GNB,WR,5.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
332.0,Davante Adams,24.0,GNB,WR,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,
333.0,Jerell Adams,24.0,NYG,TE,13.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
334.0,Kamar Aiken,27.0,BAL,WR,16.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
335.0,Dwayne Allen,26.0,IND,TE,14.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
336.0,Keenan Allen,24.0,SDG,WR,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
337.0,Geronimo Allison,22.0,GNB,WR,10.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
338.0,Jace Amaro,24.0,TEN,TE,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
339.0,Danny Amendola,31.0,NWE,WR,12.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,
340.0,Stephen Anderson,23.0,HOU,TE,13.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
341.0,Gary Barnidge,31.0,CLE,TE,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
342.0,Blake Bell,25.0,SFO,TE,13.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
343.0,Kelvin Benjamin,25.0,CAR,WR,16.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
344.0,Arrelious Benn,28.0,JAX,WR,15.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
345.0,Brenton Bersin,26.0,CAR,WR,10.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
346.0,Anquan Boldin,36.0,DET,WR,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
347.0,Brandon Bostick,27.0,NYJ,TE,16.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
348.0,Braedon Bowman,22.0,NYJ,TE,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
349.0,Nick Boyle,23.0,BAL,TE,6.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
350.0,Cameron Brate,25.0,TAM,TE,15.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
351.0,Ben Braunecker,22.0,CHI,TE,13.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
352.0,Daniel Braverman,23.0,CHI,WR,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
353.0,Kenny Britt,28.0,LAR,WR,15.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,
354.0,Daniel Brown,24.0,CHI,WR,6.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
355.0,Jaron Brown,26.0,ARI,WR,7.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
356.0,Dez Bryant,28.0,DAL,WR,13.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,PB
357.0,Aaron Burbridge,23.0,SFO,WR,16.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
358.0,Isaiah Burse,25.0,SDG,WR,9.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
359.0,Michael Burton,24.0,DET,RB,15.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
360.0,Trey Burton,25.0,PHI,TE,15.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
361.0,Brice Butler,26.0,DAL,WR,16.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
362.0,Jeremy Butler,25.0,SDG,WR,4.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
363.0,Damiere Byrd,23.0,CAR,WR,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
364.0,Jordan Cameron,28.0,MIA,TE,3.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
365.0,Derek Carrier,26.0,WAS,TE,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
