Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
32.0,Steve McNair,31.0,TEN,QB,8.0,8.0,3-5-0,129.0,215.0,60.0,1343.0,8.0,3.7,9.0,4.2,76.0,49.1,37.0,6.2,5.11,10.4,167.9,73.1,13.0,95.0,5.7,5.47,4.4,1.0,1.0,
33.0,Ken Dorsey,23.0,SFO,QB,8.0,7.0,1-6-0,123.0,226.0,54.4,1231.0,6.0,2.7,9.0,4.0,60.0,38.5,59.0,5.4,4.19,10.0,153.9,62.4,13.0,94.0,5.44,4.76,3.56,0.0,1.0,
34.0,Mark Brunell,34.0,WAS,QB,9.0,9.0,3-6-0,118.0,237.0,49.8,1194.0,7.0,3.0,6.0,2.5,68.0,36.9,49.0,5.0,4.49,10.1,132.7,63.9,15.0,105.0,5.95,4.32,3.81,0.0,1.0,
35.0,Jay Fiedler,33.0,MIA,QB,8.0,7.0,1-6-0,101.0,190.0,53.2,1186.0,7.0,3.7,8.0,4.2,55.0,33.5,71.0,6.2,5.08,11.7,148.3,67.1,25.0,165.0,11.63,4.75,3.73,0.0,0.0,
36.0,Eli Manning,23.0,NYG,QB,9.0,7.0,1-6-0,95.0,197.0,48.2,1043.0,6.0,3.0,9.0,4.6,50.0,36.2,52.0,5.3,3.85,11.0,115.9,55.4,13.0,83.0,6.19,4.57,3.21,1.0,1.0,
37.0,Chad Hutchinson,27.0,CHI,QB,5.0,5.0,1-4-0,92.0,161.0,57.1,903.0,4.0,2.5,3.0,1.9,43.0,34.8,63.0,5.6,5.27,9.8,180.6,73.6,23.0,160.0,12.5,4.04,3.74,0.0,0.0,
38.0,Kelly Holcomb,31.0,CLE,QB,4.0,2.0,1-1-0,59.0,87.0,67.8,737.0,7.0,8.0,5.0,5.7,35.0,50.0,55.0,8.5,7.49,12.5,184.3,96.8,5.0,31.0,5.43,7.67,6.75,0.0,0.0,
39.0,Craig Krenzel,23.0,CHI,QB,6.0,5.0,3-2-0,59.0,127.0,46.5,718.0,3.0,2.4,6.0,4.7,31.0,25.3,49.0,5.7,4.0,12.2,119.7,52.5,23.0,158.0,15.33,3.73,2.33,1.0,1.0,
40.0,Brad Johnson,36.0,TAM,QB,4.0,4.0,0-4-0,65.0,103.0,63.1,674.0,3.0,2.9,3.0,2.9,28.0,39.6,54.0,6.5,5.82,10.4,168.5,79.5,8.0,55.0,7.21,5.58,4.9,0.0,0.0,
41.0,Jon Kitna,32.0,CIN,QB,4.0,3.0,2-1-0,61.0,104.0,58.7,623.0,5.0,4.8,4.0,3.8,32.0,43.6,30.0,6.0,5.22,10.2,155.8,75.9,6.0,41.0,5.45,5.29,4.56,1.0,1.0,
42.0,Luke McCown,23.0,CLE,QB,5.0,4.0,0-4-0,48.0,98.0,49.0,608.0,4.0,4.1,7.0,7.1,19.0,29.1,58.0,6.2,3.81,12.7,121.6,52.6,12.0,122.0,10.91,4.42,2.28,0.0,0.0,
43.0,Rex Grossman,24.0,CHI,QB,3.0,3.0,1-2-0,47.0,84.0,56.0,607.0,1.0,1.2,3.0,3.6,29.0,44.9,40.0,7.2,5.86,12.9,202.3,67.9,5.0,22.0,5.62,6.57,5.28,0.0,0.0,
44.0,Rich Gannon,39.0,OAK,QB,3.0,3.0,2-1-0,41.0,68.0,60.3,524.0,3.0,4.4,2.0,2.9,23.0,46.6,58.0,7.7,7.26,12.8,174.7,86.9,5.0,17.0,6.85,6.95,6.53,0.0,0.0,
45.0,Shaun King,27.0,ARI,QB,3.0,2.0,0-2-0,47.0,84.0,56.0,502.0,1.0,1.2,4.0,4.8,26.0,41.1,40.0,6.0,4.07,10.7,167.3,57.7,6.0,42.0,6.67,5.11,3.33,0.0,0.0,
46.0,Quincy Carter,27.0,NYJ,QB,7.0,3.0,2-1-0,35.0,58.0,60.3,498.0,3.0,5.2,1.0,1.7,25.0,40.0,69.0,8.6,8.84,14.2,71.1,98.2,12.0,70.0,17.14,6.11,6.33,1.0,1.0,
47.0,Chris Simms,24.0,TAM,QB,5.0,2.0,1-1-0,42.0,73.0,57.5,467.0,1.0,1.4,3.0,4.1,21.0,41.0,75.0,6.4,4.82,11.1,93.4,64.1,10.0,75.0,12.05,4.72,3.34,0.0,0.0,
48.0,Chris Chandler,39.0,STL,QB,5.0,2.0,0-2-0,35.0,62.0,56.5,463.0,2.0,3.2,8.0,12.9,15.0,42.0,75.0,7.5,2.31,13.2,92.6,51.4,7.0,54.0,10.14,5.93,1.29,0.0,0.0,
49.0,Jonathan Quinn,29.0,CHI,QB,5.0,3.0,0-3-0,51.0,98.0,52.0,413.0,1.0,1.0,3.0,3.1,18.0,26.5,32.0,4.2,3.04,8.1,82.6,53.7,15.0,109.0,13.27,2.69,1.67,0.0,0.0,
50.0,David Garrard,26.0,JAX,QB,4.0,2.0,1-1-0,38.0,72.0,52.8,374.0,2.0,2.8,1.0,1.4,21.0,35.9,36.0,5.2,5.13,9.8,93.5,71.2,6.0,35.0,7.69,4.35,4.28,0.0,1.0,
51.0,Trent Dilfer,32.0,SEA,QB,5.0,2.0,2-0-0,25.0,58.0,43.1,333.0,1.0,1.7,3.0,5.2,12.0,27.4,56.0,5.7,3.76,13.3,66.6,46.1,4.0,21.0,6.45,5.03,3.18,0.0,0.0,
52.0,Matt Schaub,23.0,ATL,QB,6.0,1.0,0-1-0,33.0,70.0,47.1,330.0,1.0,1.4,4.0,5.7,15.0,33.8,59.0,4.7,2.43,10.0,55.0,42.0,4.0,14.0,5.41,4.27,2.11,0.0,0.0,
53.0,Tommy Maddox,33.0,PIT,QB,4.0,3.0,2-1-0,30.0,60.0,50.0,329.0,1.0,1.7,2.0,3.3,15.0,34.8,39.0,5.5,4.32,11.0,82.3,58.3,6.0,37.0,9.09,4.42,3.36,0.0,1.0,
54.0,Craig Nall,25.0,GNB,QB,5.0,0.0,,23.0,33.0,69.7,314.0,4.0,12.1,0.0,0.0,19.0,60.0,43.0,9.5,11.94,13.7,62.8,139.4,2.0,8.0,5.71,8.74,11.03,0.0,0.0,
55.0,Doug Flutie,42.0,SDG,QB,2.0,1.0,1-0-0,20.0,38.0,52.6,276.0,1.0,2.6,0.0,0.0,15.0,46.2,29.0,7.3,7.79,13.8,138.0,85.0,1.0,7.0,2.56,6.9,7.41,0.0,0.0,
56.0,Sage Rosenfels,26.0,MIA,QB,3.0,1.0,0-1-0,16.0,39.0,41.0,264.0,1.0,2.6,3.0,7.7,9.0,28.6,76.0,6.8,3.82,16.5,88.0,41.0,3.0,16.0,7.14,5.9,3.17,0.0,0.0,
57.0,Koy Detmer,31.0,PHI,QB,16.0,1.0,0-1-0,18.0,40.0,45.0,207.0,0.0,0.0,2.0,5.0,6.0,31.0,31.0,5.2,2.93,11.5,12.9,40.3,2.0,16.0,4.76,4.55,2.4,0.0,0.0,
58.0,Jamie Martin,34.0,STL,QB,1.0,0.0,,16.0,30.0,53.3,188.0,0.0,0.0,0.0,0.0,8.0,43.8,26.0,6.3,6.27,11.8,188.0,72.6,2.0,6.0,6.25,5.69,5.69,0.0,0.0,
59.0,Jim Sorgi,24.0,IND,QB,4.0,0.0,,17.0,29.0,58.6,175.0,2.0,6.9,0.0,0.0,6.0,46.7,71.0,6.0,7.41,10.3,43.8,99.1,1.0,8.0,3.33,5.57,6.9,0.0,0.0,
60.0,John Navarre,24.0,ARI,QB,1.0,1.0,0-1-0,18.0,40.0,45.0,168.0,1.0,2.5,4.0,10.0,6.0,34.1,33.0,4.2,0.2,9.3,168.0,25.8,1.0,8.0,2.44,3.9,0.0,0.0,0.0,
61.0,Jeff Blake,34.0,PHI,QB,3.0,0.0,,18.0,37.0,48.6,126.0,1.0,2.7,1.0,2.7,8.0,28.2,21.0,3.4,2.73,7.0,42.0,54.6,2.0,17.0,5.13,2.79,2.15,0.0,0.0,
62.0,Doug Pederson,36.0,GNB,QB,4.0,0.0,,11.0,23.0,47.8,120.0,0.0,0.0,2.0,8.7,5.0,39.1,24.0,5.2,1.3,10.9,30.0,27.4,0.0,0.0,0.0,5.22,1.3,0.0,0.0,
63.0,Drew Henson,24.0,DAL,QB,7.0,1.0,1-0-0,10.0,18.0,55.6,78.0,1.0,5.6,1.0,5.6,7.0,40.0,16.0,4.3,2.94,7.8,11.1,61.8,2.0,26.0,10.0,2.6,1.35,0.0,0.0,
64.0,Mike McMahon,25.0,DET,QB,1.0,0.0,,11.0,15.0,73.3,77.0,0.0,0.0,1.0,6.7,4.0,50.0,19.0,5.1,2.13,7.0,77.0,56.8,1.0,12.0,6.25,4.06,1.25,0.0,0.0,
65.0,Doug Johnson,27.0,TEN,QB,2.0,0.0,,6.0,12.0,50.0,68.0,0.0,0.0,0.0,0.0,2.0,30.8,33.0,5.7,5.67,11.3,34.0,67.4,1.0,6.0,7.69,4.77,4.77,0.0,0.0,
66.0,Brooks Bollinger,25.0,NYJ,QB,1.0,0.0,,5.0,9.0,55.6,60.0,0.0,0.0,0.0,0.0,2.0,30.0,26.0,6.7,6.67,12.0,60.0,76.2,1.0,8.0,10.0,5.2,5.2,0.0,0.0,
67.0,Cody Pickett,24.0,SFO,QB,1.0,0.0,,4.0,10.0,40.0,55.0,0.0,0.0,2.0,20.0,4.0,33.3,18.0,5.5,-3.5,13.8,55.0,18.7,2.0,14.0,16.67,3.42,-4.08,0.0,0.0,
68.0,Rohan Davey,26.0,NWE,QB,4.0,0.0,,4.0,10.0,40.0,54.0,0.0,0.0,0.0,0.0,4.0,40.0,20.0,5.4,5.4,13.5,13.5,57.9,0.0,0.0,0.0,5.4,5.4,0.0,0.0,
69.0,Marty Booker,28.0,MIA,WR,15.0,15.0,,1.0,1.0,100.0,48.0,0.0,0.0,0.0,0.0,1.0,100.0,48.0,48.0,48.0,48.0,3.2,118.7,0.0,0.0,0.0,48.0,48.0,0.0,0.0,
70.0,Shane Matthews,34.0,BUF,QB,3.0,0.0,,2.0,3.0,66.7,44.0,1.0,33.3,0.0,0.0,2.0,66.7,33.0,14.7,21.33,22.0,14.7,149.3,0.0,0.0,0.0,14.67,21.33,0.0,0.0,
71.0,Todd Collins,33.0,KAN,QB,2.0,0.0,,1.0,5.0,20.0,42.0,0.0,0.0,0.0,0.0,1.0,20.0,42.0,8.4,8.4,42.0,21.0,62.1,0.0,0.0,0.0,8.4,8.4,0.0,0.0,
72.0,LaDainian Tomlinson,25.0,SDG,RB,15.0,15.0,,1.0,2.0,50.0,38.0,0.0,0.0,0.0,0.0,1.0,33.3,38.0,19.0,19.0,38.0,2.5,95.8,1.0,1.0,33.33,12.33,12.33,0.0,0.0,"PB,AP-1,AP OPoY-5"
73.0,Randy Moss,27.0,MIN,WR,13.0,13.0,,1.0,2.0,50.0,37.0,0.0,0.0,1.0,50.0,1.0,50.0,37.0,18.5,-4.0,37.0,2.8,56.2,0.0,0.0,0.0,18.5,-4.0,0.0,0.0,
74.0,Philip Rivers,23.0,SDG,QB,2.0,0.0,,5.0,8.0,62.5,33.0,1.0,12.5,0.0,0.0,3.0,37.5,13.0,4.1,6.63,6.6,16.5,110.9,0.0,0.0,0.0,4.13,6.63,0.0,0.0,
75.0,J.P. Losman,23.0,BUF,QB,4.0,0.0,,3.0,5.0,60.0,32.0,0.0,0.0,1.0,20.0,2.0,50.0,17.0,6.4,-2.6,10.7,8.0,39.2,1.0,0.0,16.67,5.33,-2.17,0.0,0.0,
76.0,Richie Anderson,33.0,DAL,FB,12.0,4.0,,1.0,1.0,100.0,26.0,1.0,100.0,0.0,0.0,1.0,100.0,26.0,26.0,46.0,26.0,2.2,158.3,0.0,0.0,0.0,26.0,46.0,0.0,0.0,
77.0,Drew Bennett,26.0,TEN,WR,16.0,16.0,,1.0,1.0,100.0,26.0,1.0,100.0,0.0,0.0,1.0,100.0,26.0,26.0,46.0,26.0,1.6,158.3,0.0,0.0,0.0,26.0,46.0,0.0,0.0,
78.0,Peerless Price,28.0,ATL,WR,16.0,15.0,,1.0,1.0,100.0,25.0,0.0,0.0,0.0,0.0,1.0,100.0,25.0,25.0,25.0,25.0,1.6,118.7,0.0,0.0,0.0,25.0,25.0,0.0,0.0,
79.0,Chris Mohr,38.0,ATL,P,16.0,0.0,,2.0,3.0,66.7,24.0,0.0,0.0,0.0,0.0,1.0,33.3,26.0,8.0,8.0,12.0,1.5,91.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,
80.0,Brian Moorman,28.0,BUF,P,16.0,0.0,,1.0,3.0,33.3,24.0,0.0,0.0,0.0,0.0,1.0,33.3,24.0,8.0,8.0,24.0,1.5,63.2,0.0,0.0,0.0,8.0,8.0,0.0,0.0,
81.0,Emmitt Smith,35.0,ARI,RB,15.0,15.0,,1.0,1.0,100.0,21.0,1.0,100.0,0.0,0.0,1.0,100.0,21.0,21.0,41.0,21.0,1.4,158.3,0.0,0.0,0.0,21.0,41.0,0.0,0.0,
82.0,Ahman Green,27.0,GNB,RB,15.0,15.0,,1.0,1.0,100.0,20.0,1.0,100.0,0.0,0.0,1.0,100.0,20.0,20.0,40.0,20.0,1.3,158.3,0.0,0.0,0.0,20.0,40.0,0.0,0.0,PB
83.0,Tony Banks,31.0,HOU,QB,5.0,0.0,,1.0,2.0,50.0,16.0,0.0,0.0,0.0,0.0,1.0,50.0,16.0,8.0,8.0,16.0,3.2,77.1,0.0,0.0,0.0,8.0,8.0,0.0,0.0,
84.0,Clinton Portis,23.0,WAS,RB,15.0,15.0,,1.0,2.0,50.0,15.0,1.0,50.0,0.0,0.0,1.0,50.0,15.0,7.5,17.5,15.0,1.0,114.6,0.0,0.0,0.0,7.5,17.5,0.0,0.0,
85.0,Jerome Bettis,32.0,PIT,RB,15.0,6.0,,1.0,1.0,100.0,10.0,1.0,100.0,0.0,0.0,1.0,100.0,10.0,10.0,30.0,10.0,0.7,147.9,0.0,0.0,0.0,10.0,30.0,0.0,0.0,"PB,AP CPoY-4"
86.0,Craig Hentrich,33.0,TEN,P,16.0,0.0,,2.0,4.0,50.0,10.0,0.0,0.0,0.0,0.0,1.0,25.0,6.0,2.5,2.5,5.0,0.6,56.2,0.0,0.0,0.0,2.5,2.5,0.0,0.0,
87.0,Antwaan Randle El,25.0,PIT,WR,16.0,7.0,,1.0,1.0,100.0,10.0,1.0,100.0,0.0,0.0,1.0,100.0,10.0,10.0,30.0,10.0,0.6,147.9,0.0,0.0,0.0,10.0,30.0,0.0,0.0,
88.0,Tony Fisher,25.0,GNB,RB,16.0,0.0,,1.0,1.0,100.0,8.0,1.0,100.0,0.0,0.0,1.0,100.0,8.0,8.0,28.0,8.0,0.5,139.6,0.0,0.0,0.0,8.0,28.0,0.0,0.0,
89.0,Adam Vinatieri,32.0,NWE,K,16.0,0.0,,1.0,1.0,100.0,4.0,1.0,100.0,0.0,0.0,1.0,100.0,4.0,4.0,24.0,4.0,0.3,122.9,0.0,0.0,0.0,4.0,24.0,0.0,0.0,"PB,AP-1"
90.0,Rodney Peete,38.0,CAR,QB,1.0,0.0,,1.0,1.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,79.2,0.0,0.0,0.0,3.0,3.0,0.0,0.0,
91.0,Mike Bartrum,34.0,PHI,LS,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
92.0,Isaac Bruce,32.0,STL,WR,16.0,16.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
93.0,Patrick Crayton,25.0,DAL,WR,8.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
94.0,Ronald Curry,25.0,OAK,WR,12.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
95.0,Adimchinobe Echemandu,24.0,CLE,RB,4.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
96.0,Paul Edinger,26.0,CHI,K,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
97.0,Jeff Feagles,38.0,NYG,P,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
98.0,Larry Fitzgerald,21.0,ARI,WR,16.0,16.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.0,7.0,100.0,-7.0,-7.0,0.0,0.0,
99.0,Gus Frerotte,33.0,MIN,QB,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
100.0,Jabar Gaffney,24.0,HOU,WR,16.0,12.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.0,Rod Gardner,27.0,WAS,WR,16.0,14.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102.0,Terry Glenn,30.0,DAL,WR,6.0,6.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103.0,Randy Hymes,25.0,BAL,WR,14.0,7.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
104.0,Frisman Jackson,25.0,CLE,WR,10.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
105.0,Keyshawn Johnson,32.0,DAL,WR,16.0,16.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,,,0.0,-22.5,,0.0,0.0,0.0,0.0,0.0,0.0,-22.5,0.0,0.0,
106.0,LaMont Jordan,26.0,NYJ,RB,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
107.0,Mat McBriar,25.0,DAL,P,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
