Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Unnamed: 19_level_0,Unnamed: 20_level_0
Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
1.0,Rod Smith,31.0,DEN,WR,15.0,14.0,172.0,113.0,1343.0,11.9,11.0,75.0,57.6,65.0,7.5,89.5,65.7,7.8,1.0,"PB,AP-2"
2.0,Jimmy Smith,32.0,JAX,WR,16.0,16.0,176.0,112.0,1373.0,12.3,8.0,69.0,53.4,35.0,7.0,85.8,63.6,7.8,1.0,"PB,AP CPoY-2"
3.0,Marvin Harrison,29.0,IND,WR,16.0,16.0,164.0,109.0,1524.0,14.0,15.0,74.0,60.4,68.0,6.8,95.3,66.5,9.3,0.0,"PB,AP-2"
4.0,Keyshawn Johnson,29.0,TAM,WR,15.0,15.0,180.0,106.0,1266.0,11.9,1.0,67.0,48.3,47.0,7.1,84.4,58.9,7.0,2.0,PB
5.0,Troy Brown,30.0,NWE,WR,16.0,13.0,142.0,101.0,1199.0,11.9,5.0,60.0,61.3,60.0,6.3,74.9,71.1,8.4,2.0,PB
6.0,Marty Booker,25.0,CHI,WR,16.0,16.0,157.0,100.0,1071.0,10.7,8.0,58.0,50.3,66.0,6.3,66.9,63.7,6.8,2.0,
7.0,David Boston,23.0,ARI,WR,16.0,15.0,175.0,98.0,1598.0,16.3,8.0,72.0,46.9,61.0,6.1,99.9,56.0,9.1,1.0,"PB,AP-1"
8.0,Hines Ward,25.0,PIT,WR,16.0,16.0,145.0,94.0,1003.0,10.7,4.0,52.0,53.8,34.0,5.9,62.7,64.8,6.9,1.0,PB
9.0,Keenan McCardell,31.0,JAX,WR,16.0,16.0,145.0,93.0,1110.0,11.9,6.0,58.0,55.9,45.0,5.8,69.4,64.1,7.7,1.0,
10.0,Terrell Owens,28.0,SFO,WR,16.0,16.0,155.0,93.0,1412.0,15.2,16.0,71.0,53.5,60.0,5.8,88.3,60.0,9.1,0.0,"PB,AP-1"
11.0,Tim Brown,35.0,OAK,WR,16.0,16.0,140.0,91.0,1165.0,12.8,9.0,61.0,58.6,46.0,5.7,72.8,65.0,8.3,1.0,PB
