Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
20.0,Tim Couch,25.0,CLE,QB,14.0,14.0,8-6-0,273.0,443.0,61.6,2842.0,18.0,4.1,18.0,4.1,129.0,40.6,78.0,6.4,5.4,10.4,203.0,76.8,30.0,213.0,6.34,5.56,4.61,3.0,4.0,
21.0,Tommy Maddox,31.0,PIT,QB,15.0,11.0,7-3-1,234.0,377.0,62.1,2836.0,20.0,5.3,16.0,4.2,137.0,46.7,72.0,7.5,6.67,12.1,189.1,85.2,26.0,148.0,6.45,6.67,5.88,2.0,2.0,AP CPoY-1
22.0,Mark Brunell,32.0,JAX,QB,15.0,15.0,6-9-0,245.0,416.0,58.9,2788.0,17.0,4.1,7.0,1.7,140.0,42.4,79.0,6.7,6.76,11.4,185.9,85.7,34.0,210.0,7.56,5.73,5.78,0.0,1.0,
23.0,Rodney Peete,36.0,CAR,QB,14.0,14.0,7-7-0,223.0,381.0,58.5,2630.0,15.0,3.9,14.0,3.7,116.0,40.8,69.0,6.9,6.04,11.8,187.9,77.4,31.0,192.0,7.52,5.92,5.12,0.0,1.0,AP CPoY-5
24.0,David Carr,23.0,HOU,QB,16.0,16.0,4-12-0,233.0,444.0,52.5,2592.0,9.0,2.0,15.0,3.4,118.0,34.2,81.0,5.8,4.72,11.1,162.0,62.8,76.0,411.0,14.62,4.19,3.24,2.0,3.0,AP ORoY-3
25.0,Joey Harrington,24.0,DET,QB,14.0,12.0,3-9-0,215.0,429.0,50.1,2294.0,12.0,2.8,16.0,3.7,111.0,36.4,64.0,5.3,4.23,10.7,163.9,59.9,8.0,75.0,1.83,5.08,3.98,2.0,2.0,
26.0,Donovan McNabb,26.0,PHI,QB,10.0,10.0,7-3-0,211.0,361.0,58.4,2289.0,17.0,4.7,6.0,1.7,108.0,44.7,59.0,6.3,6.53,10.8,228.9,86.0,28.0,166.0,7.2,5.46,5.64,0.0,1.0,PB
27.0,Jeff Blake,32.0,BAL,QB,11.0,10.0,4-6-0,165.0,295.0,55.9,2084.0,13.0,4.4,11.0,3.7,97.0,40.3,77.0,7.1,6.27,12.6,189.5,77.3,30.0,203.0,9.23,5.79,5.06,1.0,1.0,
28.0,Jay Fiedler,31.0,MIA,QB,11.0,10.0,7-3-0,179.0,292.0,61.3,2024.0,14.0,4.8,9.0,3.1,111.0,46.2,59.0,6.9,6.5,11.3,184.0,85.2,13.0,89.0,4.26,6.34,5.93,1.0,1.0,
29.0,Jim Miller,31.0,CHI,QB,10.0,8.0,2-6-0,180.0,314.0,57.3,1944.0,13.0,4.1,9.0,2.9,98.0,43.0,54.0,6.2,5.73,10.8,194.4,77.5,16.0,101.0,4.85,5.58,5.15,2.0,2.0,
30.0,Marc Bulger,25.0,STL,QB,7.0,7.0,6-1-0,138.0,214.0,64.5,1826.0,14.0,6.5,6.0,2.8,87.0,49.6,58.0,8.5,8.58,13.2,260.9,101.5,12.0,102.0,5.31,7.63,7.67,2.0,2.0,
31.0,Chad Hutchinson,25.0,DAL,QB,9.0,9.0,2-7-0,127.0,250.0,50.8,1555.0,7.0,2.8,8.0,3.2,65.0,33.1,58.0,6.2,5.34,12.2,172.8,66.3,34.0,265.0,11.97,4.54,3.77,1.0,1.0,
32.0,Patrick Ramsey,23.0,WAS,QB,9.0,5.0,2-3-0,117.0,227.0,51.5,1539.0,9.0,4.0,8.0,3.5,67.0,38.8,62.0,6.8,5.99,13.2,171.0,71.8,18.0,132.0,7.35,5.74,5.01,0.0,0.0,
33.0,Quincy Carter,25.0,DAL,QB,7.0,7.0,3-4-0,125.0,221.0,56.6,1465.0,7.0,3.2,8.0,3.6,67.0,38.8,80.0,6.6,5.63,11.7,209.3,72.3,19.0,130.0,7.92,5.56,4.65,2.0,2.0,
34.0,Kurt Warner,31.0,STL,QB,7.0,6.0,0-6-0,144.0,220.0,65.5,1431.0,3.0,1.4,11.0,5.0,68.0,46.9,43.0,6.5,4.53,9.9,204.4,67.4,21.0,130.0,8.71,5.4,3.59,0.0,0.0,
35.0,Shane Matthews,32.0,WAS,QB,8.0,7.0,3-4-0,124.0,237.0,52.3,1251.0,11.0,4.6,6.0,2.5,66.0,38.2,43.0,5.3,5.07,10.1,156.4,72.6,9.0,54.0,3.66,4.87,4.66,0.0,0.0,
36.0,Jamie Martin,32.0,STL,QB,5.0,2.0,0-2-0,124.0,195.0,63.6,1216.0,7.0,3.6,10.0,5.1,68.0,44.9,33.0,6.2,4.65,9.8,243.2,71.7,10.0,77.0,4.88,5.56,4.04,0.0,0.0,
37.0,Trent Dilfer,30.0,SEA,QB,6.0,6.0,2-4-0,94.0,168.0,56.0,1182.0,4.0,2.4,6.0,3.6,51.0,40.6,83.0,7.0,5.9,12.6,197.0,71.1,7.0,36.0,4.0,6.55,5.46,0.0,0.0,
38.0,Kordell Stewart,30.0,PIT,QB,7.0,5.0,3-2-0,109.0,166.0,65.7,1155.0,6.0,3.6,6.0,3.6,60.0,50.9,64.0,7.0,6.05,10.6,165.0,82.8,7.0,46.0,4.05,6.41,5.54,1.0,1.0,
39.0,Ray Lucas,30.0,MIA,QB,7.0,6.0,2-4-0,92.0,160.0,57.5,1045.0,4.0,2.5,6.0,3.8,48.0,44.2,77.0,6.5,5.34,11.4,149.3,69.9,12.0,90.0,6.98,5.55,4.45,0.0,0.0,
40.0,Chris Redman,25.0,BAL,QB,6.0,6.0,3-3-0,97.0,182.0,53.3,1034.0,7.0,3.8,3.0,1.6,49.0,36.8,36.0,5.7,5.71,10.7,172.3,76.1,11.0,68.0,5.7,5.01,5.03,0.0,0.0,
41.0,Chris Chandler,37.0,CHI,QB,9.0,7.0,2-5-0,103.0,161.0,64.0,1023.0,4.0,2.5,4.0,2.5,44.0,39.1,76.0,6.4,5.73,9.9,113.7,79.8,23.0,144.0,12.5,4.78,4.23,0.0,0.0,
42.0,A.J. Feeley,25.0,PHI,QB,6.0,5.0,4-1-0,86.0,154.0,55.8,1011.0,6.0,3.9,5.0,3.2,43.0,38.5,53.0,6.6,5.88,11.8,168.5,75.4,7.0,48.0,4.35,5.98,5.33,0.0,0.0,
43.0,Steve Beuerlein,37.0,DEN,QB,8.0,3.0,1-2-0,68.0,117.0,58.1,925.0,6.0,5.1,5.0,4.3,43.0,41.9,52.0,7.9,7.01,13.6,115.6,82.7,12.0,78.0,9.3,6.57,5.75,0.0,0.0,
44.0,Mike McMahon,23.0,DET,QB,8.0,4.0,0-4-0,62.0,147.0,42.2,874.0,7.0,4.8,9.0,6.1,40.0,31.4,49.0,5.9,4.14,14.1,109.3,52.4,12.0,99.0,7.55,4.87,3.21,0.0,0.0,
45.0,Kelly Holcomb,29.0,CLE,QB,4.0,2.0,1-1-0,64.0,106.0,60.4,790.0,8.0,7.5,4.0,3.8,42.0,50.5,44.0,7.5,7.26,12.3,197.5,92.9,5.0,40.0,4.5,6.76,6.58,1.0,1.0,
46.0,Danny Wuerffel,28.0,WAS,QB,7.0,4.0,2-2-0,58.0,92.0,63.0,719.0,3.0,3.3,6.0,6.5,33.0,44.7,40.0,7.8,5.53,12.4,102.7,70.9,11.0,83.0,10.68,6.17,4.14,0.0,0.0,
47.0,Rob Johnson,29.0,TAM,QB,6.0,2.0,2-0-0,57.0,88.0,64.8,536.0,1.0,1.1,2.0,2.3,26.0,45.8,23.0,6.1,5.3,9.4,89.3,75.8,19.0,94.0,17.76,4.13,3.48,1.0,1.0,
48.0,Vinny Testaverde,39.0,NYJ,QB,5.0,4.0,1-3-0,54.0,83.0,65.1,499.0,3.0,3.6,3.0,3.6,23.0,46.7,35.0,6.0,5.11,9.2,99.8,78.3,9.0,62.0,9.78,4.75,3.93,1.0,0.0,
49.0,Doug Johnson,25.0,ATL,QB,6.0,1.0,1-0-0,37.0,57.0,64.9,448.0,2.0,3.5,3.0,5.3,24.0,46.7,63.0,7.9,6.19,12.1,74.7,78.7,3.0,11.0,5.0,7.28,5.7,1.0,2.0,
50.0,Gus Frerotte,31.0,CIN,QB,4.0,3.0,0-3-0,44.0,85.0,51.8,437.0,1.0,1.2,5.0,5.9,24.0,35.8,51.0,5.1,2.73,9.9,109.3,46.1,10.0,74.0,10.53,3.82,1.66,0.0,0.0,
51.0,Tim Rattay,25.0,SFO,QB,4.0,0.0,,26.0,43.0,60.5,232.0,2.0,4.7,0.0,0.0,11.0,39.6,27.0,5.4,6.33,8.9,58.0,90.5,5.0,26.0,10.42,4.29,5.13,0.0,0.0,
52.0,David Garrard,24.0,JAX,QB,4.0,1.0,0-1-0,23.0,46.0,50.0,231.0,1.0,2.2,2.0,4.3,16.0,41.5,22.0,5.0,3.5,10.0,57.8,53.8,7.0,40.0,13.21,3.6,2.28,0.0,0.0,
53.0,Koy Detmer,29.0,PHI,QB,14.0,1.0,1-0-0,19.0,28.0,67.9,224.0,2.0,7.1,0.0,0.0,10.0,48.3,37.0,8.0,9.43,11.8,16.0,115.8,1.0,8.0,3.45,7.45,8.83,0.0,0.0,
54.0,Henry Burris,27.0,CHI,QB,6.0,1.0,0-1-0,18.0,51.0,35.3,207.0,3.0,5.9,5.0,9.8,9.0,25.5,45.0,4.1,0.82,11.5,34.5,28.4,4.0,20.0,7.27,3.4,0.4,0.0,0.0,
55.0,Chris Weinke,30.0,CAR,QB,6.0,1.0,0-1-0,17.0,38.0,44.7,180.0,0.0,0.0,3.0,7.9,10.0,31.8,24.0,4.7,1.18,10.6,30.0,26.2,6.0,35.0,13.64,3.3,0.23,0.0,0.0,
56.0,Randy Fasani,24.0,CAR,QB,4.0,1.0,0-1-0,15.0,44.0,34.1,171.0,0.0,0.0,4.0,9.1,8.0,17.6,27.0,3.9,-0.2,11.4,42.8,8.8,7.0,60.0,13.73,2.18,-1.35,0.0,0.0,
57.0,Doug Pederson,34.0,GNB,QB,16.0,0.0,,19.0,28.0,67.9,134.0,1.0,3.6,0.0,0.0,7.0,44.8,20.0,4.8,5.5,7.1,8.4,90.5,1.0,8.0,3.45,4.34,5.03,0.0,0.0,
58.0,Akili Smith,27.0,CIN,QB,1.0,1.0,0-1-0,12.0,33.0,36.4,117.0,0.0,0.0,1.0,3.0,6.0,16.7,24.0,3.5,2.18,9.8,117.0,34.5,3.0,23.0,8.33,2.61,1.36,0.0,0.0,
59.0,Jake Delhomme,27.0,NOR,QB,4.0,0.0,,8.0,10.0,80.0,113.0,0.0,0.0,0.0,0.0,4.0,50.0,54.0,11.3,11.3,14.1,28.3,113.7,0.0,0.0,0.0,11.3,11.3,0.0,0.0,
60.0,Todd Bouman,30.0,MIN,QB,1.0,0.0,,3.0,6.0,50.0,85.0,0.0,0.0,0.0,0.0,2.0,37.5,48.0,14.2,14.17,28.3,85.0,95.8,2.0,22.0,25.0,7.88,7.88,0.0,0.0,
61.0,Shaun King,25.0,TAM,QB,3.0,1.0,0-1-0,10.0,27.0,37.0,80.0,0.0,0.0,1.0,3.7,4.0,25.0,20.0,3.0,1.3,8.0,26.7,30.0,1.0,5.0,3.57,2.68,1.07,0.0,1.0,
62.0,Todd Collins,31.0,KAN,QB,3.0,0.0,,5.0,6.0,83.3,73.0,1.0,16.7,0.0,0.0,3.0,83.3,29.0,12.2,15.5,14.6,24.3,156.9,0.0,0.0,0.0,12.17,15.5,0.0,0.0,
63.0,Josh McCown,23.0,ARI,QB,2.0,0.0,,7.0,18.0,38.9,66.0,0.0,0.0,2.0,11.1,3.0,21.7,26.0,3.7,-1.33,9.4,33.0,10.2,5.0,50.0,21.74,0.7,-3.22,0.0,0.0,
64.0,Doug Flutie,40.0,SDG,QB,1.0,0.0,,3.0,11.0,27.3,64.0,0.0,0.0,0.0,0.0,2.0,27.3,47.0,5.8,5.82,21.3,64.0,51.3,0.0,0.0,0.0,5.82,5.82,0.0,0.0,
65.0,Cory Sauter,28.0,CHI,QB,1.0,0.0,,6.0,9.0,66.7,59.0,0.0,0.0,0.0,0.0,3.0,38.5,31.0,6.6,6.56,9.8,59.0,85.0,4.0,20.0,30.77,3.0,3.0,0.0,0.0,
66.0,Brian Mitchell,34.0,PHI,RB,16.0,0.0,,1.0,1.0,100.0,57.0,1.0,100.0,0.0,0.0,1.0,100.0,57.0,57.0,77.0,57.0,3.6,158.3,0.0,0.0,0.0,57.0,77.0,0.0,0.0,
67.0,Antwaan Randle El,23.0,PIT,WR,16.0,0.0,,7.0,8.0,87.5,45.0,0.0,0.0,0.0,0.0,3.0,44.4,25.0,5.6,5.63,6.4,2.8,90.1,1.0,10.0,11.11,3.89,3.89,0.0,0.0,
68.0,Marty Booker,26.0,CHI,WR,16.0,16.0,,1.0,5.0,20.0,44.0,1.0,20.0,0.0,0.0,1.0,20.0,44.0,8.8,12.8,44.0,2.8,103.3,0.0,0.0,0.0,8.8,12.8,0.0,0.0,PB
69.0,Jabar Gaffney,22.0,HOU,WR,16.0,14.0,,1.0,1.0,100.0,39.0,1.0,100.0,0.0,0.0,1.0,100.0,39.0,39.0,59.0,39.0,2.4,158.3,0.0,0.0,0.0,39.0,59.0,0.0,0.0,
70.0,Kevin Johnson,26.0,CLE,WR,16.0,15.0,,1.0,2.0,50.0,33.0,1.0,50.0,0.0,0.0,1.0,50.0,33.0,16.5,26.5,33.0,2.1,135.4,0.0,0.0,0.0,16.5,26.5,0.0,0.0,
71.0,Bubba Franks,24.0,GNB,TE,16.0,15.0,,1.0,1.0,100.0,31.0,1.0,100.0,0.0,0.0,1.0,100.0,31.0,31.0,51.0,31.0,1.9,158.3,0.0,0.0,0.0,31.0,51.0,0.0,0.0,PB
72.0,Jesse Palmer,24.0,NYG,QB,2.0,0.0,,3.0,4.0,75.0,30.0,0.0,0.0,0.0,0.0,2.0,75.0,14.0,7.5,7.5,10.0,15.0,95.8,0.0,0.0,0.0,7.5,7.5,0.0,0.0,
73.0,Leon Johnson,28.0,CHI,RB,16.0,4.0,,1.0,1.0,100.0,27.0,0.0,0.0,0.0,0.0,1.0,50.0,27.0,27.0,27.0,27.0,1.7,118.7,1.0,0.0,50.0,13.5,13.5,0.0,0.0,
74.0,Brian Westbrook,23.0,PHI,RB,15.0,3.0,,1.0,1.0,100.0,25.0,1.0,100.0,0.0,0.0,1.0,100.0,25.0,25.0,45.0,25.0,1.7,158.3,0.0,0.0,0.0,25.0,45.0,0.0,0.0,
75.0,Neil O'Donnell,36.0,TEN,QB,4.0,0.0,,3.0,5.0,60.0,24.0,0.0,0.0,0.0,0.0,2.0,40.0,15.0,4.8,4.8,8.0,6.0,72.1,0.0,0.0,0.0,4.8,4.8,0.0,0.0,
76.0,Reche Caldwell,23.0,SDG,WR,16.0,2.0,,1.0,1.0,100.0,20.0,0.0,0.0,0.0,0.0,1.0,100.0,20.0,20.0,20.0,20.0,1.3,118.7,0.0,0.0,0.0,20.0,20.0,0.0,0.0,
77.0,Craig Hentrich,31.0,TEN,P,16.0,0.0,,1.0,1.0,100.0,17.0,0.0,0.0,0.0,0.0,1.0,100.0,17.0,17.0,17.0,17.0,1.1,118.7,0.0,0.0,0.0,17.0,17.0,0.0,0.0,
78.0,Kevin Lockett,28.0,WAS,WR,6.0,2.0,,1.0,1.0,100.0,14.0,1.0,100.0,0.0,0.0,0.0,,14.0,14.0,34.0,14.0,2.3,158.3,0.0,0.0,0.0,14.0,34.0,0.0,0.0,
79.0,Randy Moss,25.0,MIN,WR,16.0,16.0,,1.0,3.0,33.3,13.0,1.0,33.3,0.0,0.0,1.0,66.7,13.0,4.3,11.0,13.0,0.8,87.5,0.0,0.0,0.0,4.33,11.0,0.0,0.0,PB
80.0,Frank Wycheck,31.0,TEN,TE,15.0,15.0,,1.0,2.0,50.0,13.0,0.0,0.0,0.0,0.0,1.0,50.0,13.0,6.5,6.5,13.0,0.9,70.8,0.0,0.0,0.0,6.5,6.5,0.0,0.0,
81.0,Brad Maynard,28.0,CHI,P,16.0,0.0,,1.0,1.0,100.0,12.0,1.0,100.0,0.0,0.0,1.0,100.0,12.0,12.0,32.0,12.0,0.8,156.2,0.0,0.0,0.0,12.0,32.0,0.0,0.0,
82.0,Scott Covington,26.0,STL,QB,1.0,1.0,1-0-0,2.0,5.0,40.0,7.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.4,1.4,3.5,7.0,47.9,2.0,16.0,28.57,-1.29,-1.29,0.0,0.0,
83.0,James Allen,27.0,HOU,RB,16.0,5.0,,1.0,2.0,50.0,5.0,1.0,50.0,0.0,0.0,1.0,50.0,5.0,2.5,12.5,5.0,0.3,95.8,0.0,0.0,0.0,2.5,12.5,0.0,0.0,
84.0,Alex Van Pelt,32.0,BUF,QB,2.0,0.0,,2.0,2.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.5,2.5,2.5,2.5,79.2,0.0,0.0,0.0,2.5,2.5,0.0,0.0,
85.0,Rohan Davey,24.0,NWE,QB,2.0,0.0,,1.0,2.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.5,1.5,3.0,1.5,56.2,0.0,0.0,0.0,1.5,1.5,0.0,0.0,
86.0,Richie Anderson,31.0,NYJ,FB,16.0,14.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
87.0,Dee Brown,24.0,CAR,RB,14.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
88.0,Wayne Chrebet,29.0,NYJ,WR,15.0,15.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
89.0,Chris Doering,29.0,WAS,WR,15.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90.0,Kevin Faulk,26.0,NWE,RB,15.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
91.0,Rod Gardner,25.0,WAS,WR,16.0,15.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
92.0,Todd Heap,22.0,BAL,TE,16.0,16.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PB
93.0,Priest Holmes,29.0,KAN,RB,14.0,14.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PB,AP-1,AP MVP-4,AP OPoY-1"
94.0,Frisman Jackson,23.0,CLE,WR,7.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
95.0,Patrick Johnson,26.0,JAX,WR,9.0,6.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.0,7.0,100.0,-7.0,-7.0,0.0,0.0,
96.0,Terry Kirby,32.0,OAK,RB,6.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
97.0,Dorsey Levens,32.0,PHI,RB,16.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
98.0,Curtis Martin,29.0,NYJ,RB,16.0,16.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.0,4.0,100.0,-4.0,-4.0,0.0,0.0,
99.0,Deuce McAllister,24.0,NOR,RB,15.0,15.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.0,8.0,100.0,-8.0,-8.0,0.0,0.0,PB
100.0,Freddie Mitchell,24.0,PHI,WR,16.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.0,Chris Mohr,36.0,ATL,P,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
102.0,David Patten,28.0,NWE,WR,16.0,14.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103.0,Ricky Proehl,34.0,STL,WR,16.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,1.0,1.0,50.0,-0.5,-0.5,0.0,0.0,
104.0,Sage Rosenfels,24.0,MIA,QB,4.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
105.0,Rod Smith,32.0,DEN,WR,16.0,16.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
106.0,James Stewart,31.0,DET,RB,14.0,9.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
107.0,Tom Tupa,36.0,TAM,P,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
