Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Unnamed: 19_level_0,Unnamed: 20_level_0
Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
1.0,T.J. Houshmandzadeh,30.0,CIN,WR,16.0,15.0,169.0,112.0,1143.0,10.2,12.0,69.0,56.8,42.0,7.0,71.4,66.3,6.8,2.0,PB
2.0,Wes Welker,26.0,NWE,WR,16.0,13.0,145.0,112.0,1175.0,10.5,8.0,65.0,66.2,42.0,7.0,73.4,77.2,8.1,3.0,"AP-2,AP OPoY-3"
3.0,Reggie Wayne,29.0,IND,WR,16.0,16.0,156.0,104.0,1510.0,14.5,10.0,72.0,61.5,64.0,6.5,94.4,66.7,9.7,3.0,"PB,AP-2"
4.0,Derrick Mason,33.0,BAL,WR,16.0,16.0,164.0,103.0,1087.0,10.6,5.0,58.0,50.0,79.0,6.4,67.9,62.8,6.6,1.0,
5.0,Brandon Marshall,23.0,DEN,WR,16.0,16.0,170.0,102.0,1325.0,13.0,7.0,71.0,52.4,68.0,6.4,82.8,60.0,7.8,3.0,
6.0,Larry Fitzgerald,24.0,ARI,WR,15.0,15.0,167.0,100.0,1409.0,14.1,10.0,70.0,55.1,48.0,6.7,93.9,59.9,8.4,3.0,PB
7.0,Tony Gonzalez,31.0,KAN,TE,16.0,16.0,153.0,99.0,1172.0,11.8,5.0,59.0,52.3,31.0,6.2,73.3,64.7,7.7,0.0,"PB,AP-2"
8.0,Marques Colston,24.0,NOR,WR,16.0,14.0,143.0,98.0,1202.0,12.3,11.0,64.0,61.5,45.0,6.1,75.1,68.5,8.4,1.0,
9.0,Randy Moss,30.0,NWE,WR,16.0,16.0,160.0,98.0,1493.0,15.2,23.0,74.0,58.8,65.0,6.1,93.3,61.3,9.3,0.0,"PB,AP-1,AP OPoY-2,AP CPoY-2"
10.0,Jason Witten,25.0,DAL,TE,16.0,16.0,141.0,96.0,1145.0,11.9,7.0,56.0,58.2,53.0,6.0,71.6,68.1,8.1,1.0,"PB,AP-1"
11.0,Bobby Engram,34.0,SEA,WR,16.0,13.0,134.0,94.0,1147.0,12.2,6.0,62.0,62.7,49.0,5.9,71.7,70.1,8.6,1.0,AP CPoY-6
12.0,Torry Holt,31.0,STL,WR,16.0,16.0,149.0,93.0,1189.0,12.8,7.0,62.0,56.4,40.0,5.8,74.3,62.4,8.0,2.0,PB
13.0,Chad Johnson,29.0,CIN,WR,16.0,16.0,161.0,93.0,1440.0,15.5,8.0,74.0,55.3,70.0,5.8,90.0,57.8,8.9,2.0,PB
14.0,Brian Westbrook,28.0,PHI,RB,15.0,15.0,118.0,90.0,771.0,8.6,5.0,32.0,50.0,57.0,6.0,51.4,76.3,6.5,2.0,"PB,AP-1"
15.0,Steve Smith Sr.,28.0,CAR,WR,15.0,15.0,148.0,87.0,1002.0,11.5,7.0,45.0,44.6,74.0,5.8,66.8,58.8,6.8,1.0,
16.0,Roddy White,26.0,ATL,WR,16.0,15.0,137.0,83.0,1202.0,14.5,6.0,52.0,51.1,69.0,5.2,75.1,60.6,8.8,3.0,
17.0,Jerricho Cotchery,25.0,NYJ,WR,15.0,15.0,127.0,82.0,1130.0,13.8,2.0,50.0,52.0,50.0,5.5,75.3,64.6,8.9,1.0,
18.0,Donald Driver,32.0,GNB,WR,15.0,14.0,122.0,82.0,1048.0,12.8,2.0,49.0,60.7,47.0,5.5,69.9,67.2,8.6,1.0,PB
19.0,Kellen Winslow,24.0,CLE,TE,16.0,14.0,148.0,82.0,1106.0,13.5,5.0,56.0,48.6,49.0,5.1,69.1,55.4,7.5,2.0,PB
20.0,Terrell Owens,34.0,DAL,WR,15.0,15.0,141.0,81.0,1355.0,16.7,15.0,67.0,54.6,52.0,5.4,90.3,57.4,9.6,0.0,"PB,AP-1"
21.0,Braylon Edwards,24.0,CLE,WR,16.0,16.0,154.0,80.0,1289.0,16.1,16.0,56.0,48.7,78.0,5.0,80.6,51.9,8.4,3.0,"PB,AP-2"
22.0,Shaun McDonald,26.0,DET,WR,16.0,7.0,127.0,79.0,943.0,11.9,6.0,47.0,53.5,49.0,4.9,58.9,62.2,7.4,3.0,
23.0,Kevin Curtis,29.0,PHI,WR,16.0,16.0,135.0,77.0,1110.0,14.4,6.0,49.0,51.1,75.0,4.8,69.4,57.0,8.2,0.0,
24.0,Antonio Gates,27.0,SDG,TE,16.0,16.0,117.0,75.0,984.0,13.1,9.0,55.0,55.6,49.0,4.7,61.5,64.1,8.4,0.0,PB
25.0,Reggie Bush,22.0,NOR,RB,12.0,10.0,98.0,73.0,417.0,5.7,2.0,23.0,44.9,25.0,6.1,34.8,74.5,4.3,8.0,
26.0,Bernard Berrian,27.0,CHI,WR,16.0,15.0,128.0,71.0,951.0,13.4,5.0,48.0,48.4,59.0,4.4,59.4,55.5,7.4,1.0,
27.0,Anquan Boldin,27.0,ARI,WR,12.0,11.0,99.0,71.0,853.0,12.0,9.0,43.0,58.6,44.0,5.9,71.1,71.7,8.6,2.0,
28.0,Hines Ward,31.0,PIT,WR,13.0,13.0,113.0,71.0,732.0,10.3,7.0,47.0,54.9,25.0,5.5,56.3,62.8,6.5,0.0,
29.0,Dwayne Bowe,23.0,KAN,WR,16.0,15.0,116.0,70.0,995.0,14.2,5.0,52.0,56.0,58.0,4.4,62.2,60.3,8.6,0.0,
30.0,Plaxico Burress,30.0,NYG,WR,16.0,16.0,141.0,70.0,1025.0,14.6,12.0,50.0,45.4,60.0,4.4,64.1,49.6,7.3,0.0,
31.0,Chris Cooley,25.0,WAS,TE,16.0,16.0,110.0,66.0,786.0,11.9,8.0,46.0,50.0,39.0,4.1,49.1,60.0,7.1,1.0,PB
32.0,Chris Chambers,29.0,2TM,WR,16.0,12.0,129.0,66.0,970.0,14.7,4.0,46.0,46.5,44.0,4.1,60.6,51.2,7.5,1.0,
32.0,Chris Chambers,29.0,MIA,WR,6.0,5.0,66.0,31.0,415.0,13.4,0.0,20.0,43.9,28.0,5.2,69.2,47.0,6.3,0.0,
32.0,Chris Chambers,29.0,SDG,WR,10.0,7.0,63.0,35.0,555.0,15.9,4.0,26.0,49.2,44.0,3.5,55.5,55.6,8.8,1.0,
33.0,Kevin Walter,26.0,HOU,WR,16.0,15.0,106.0,65.0,800.0,12.3,4.0,43.0,54.7,46.0,4.1,50.0,61.3,7.5,0.0,
34.0,Roy Williams,26.0,DET,WR,12.0,12.0,105.0,64.0,838.0,13.1,5.0,34.0,51.4,91.0,5.3,69.8,61.0,8.0,2.0,
35.0,Owen Daniels,25.0,HOU,TE,16.0,16.0,94.0,63.0,768.0,12.2,3.0,44.0,61.7,29.0,3.9,48.0,67.0,8.2,4.0,
36.0,Ike Hilliard,31.0,TAM,WR,15.0,10.0,86.0,62.0,722.0,11.6,1.0,37.0,61.6,56.0,4.1,48.1,72.1,8.4,3.0,
37.0,Reggie Brown,26.0,PHI,WR,16.0,14.0,111.0,61.0,780.0,12.8,4.0,38.0,49.5,45.0,3.8,48.8,55.0,7.0,1.0,
38.0,Mike Furrey,30.0,DET,WR,16.0,10.0,91.0,61.0,664.0,10.9,1.0,37.0,58.2,49.0,3.8,41.5,67.0,7.3,0.0,
39.0,Santana Moss,28.0,WAS,WR,14.0,14.0,115.0,61.0,808.0,13.2,3.0,43.0,47.0,49.0,4.4,57.7,53.0,7.0,2.0,
40.0,Andre Johnson,26.0,HOU,WR,9.0,9.0,86.0,60.0,851.0,14.2,8.0,39.0,66.3,77.0,6.7,94.6,69.8,9.9,1.0,
