Rk,Player,Age,Team,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards
19.0,Darren McFadden,25.0,OAK,RB,12.0,12.0,216.0,707.0,2.0,35.0,35.2,64.0,3.3,58.9,18.0,2.0,
20.0,Mikel Leshoure,22.0,DET,RB,14.0,14.0,215.0,798.0,9.0,47.0,45.6,16.0,3.7,57.0,15.4,3.0,
21.0,Vick Ballard,22.0,IND,RB,16.0,12.0,211.0,814.0,2.0,52.0,46.0,26.0,3.9,50.9,13.2,3.0,
22.0,C.J. Spiller,25.0,BUF,RB,16.0,9.0,207.0,1244.0,6.0,53.0,53.6,62.0,6.0,77.8,12.9,3.0,PB
23.0,LeSean McCoy,24.0,PHI,RB,12.0,12.0,200.0,840.0,2.0,45.0,49.5,34.0,4.2,70.0,16.7,4.0,
24.0,Ryan Mathews,25.0,SDG,RB,12.0,9.0,184.0,707.0,1.0,35.0,47.3,31.0,3.8,58.9,15.3,2.0,
25.0,DeAngelo Williams,29.0,CAR,RB,16.0,10.0,173.0,737.0,5.0,34.0,42.8,65.0,4.3,46.1,10.8,2.0,
26.0,Willis McGahee,31.0,DEN,RB,10.0,9.0,167.0,731.0,4.0,44.0,56.3,31.0,4.4,73.1,16.7,5.0,
27.0,DeMarco Murray,24.0,DAL,RB,10.0,10.0,161.0,663.0,4.0,39.0,53.4,48.0,4.1,66.3,16.1,3.0,
28.0,Jonathan Dwyer,23.0,PIT,RB,13.0,6.0,156.0,623.0,2.0,29.0,41.7,34.0,4.0,47.9,12.0,2.0,
29.0,Mark Ingram,23.0,NOR,RB,16.0,5.0,156.0,602.0,5.0,29.0,47.4,31.0,3.9,37.6,9.8,0.0,
30.0,Knowshon Moreno,25.0,DEN,RB,8.0,6.0,138.0,525.0,4.0,32.0,53.6,20.0,3.8,65.6,17.3,1.0,
31.0,Alex Green,24.0,GNB,RB,12.0,4.0,135.0,464.0,0.0,17.0,37.8,41.0,3.4,38.7,11.3,1.0,
32.0,Cam Newton,23.0,CAR,QB,16.0,16.0,127.0,741.0,8.0,52.0,52.0,72.0,5.8,46.3,7.9,10.0,
33.0,Robert Griffin III,22.0,WAS,QB,15.0,15.0,120.0,815.0,7.0,45.0,56.7,76.0,6.8,54.3,8.0,12.0,"PB,AP ORoY-1"
34.0,Bryce Brown,21.0,PHI,RB,16.0,4.0,115.0,564.0,4.0,33.0,39.1,65.0,4.9,35.3,7.2,4.0,
35.0,Fred Jackson,31.0,BUF,RB,10.0,8.0,115.0,437.0,3.0,26.0,47.0,15.0,3.8,43.7,11.5,5.0,
36.0,Michael Bush,28.0,CHI,RB,13.0,1.0,114.0,411.0,5.0,28.0,46.5,20.0,3.6,31.6,8.8,1.0,
37.0,Felix Jones,25.0,DAL,RB,16.0,7.0,111.0,402.0,3.0,24.0,47.7,22.0,3.6,25.1,6.9,2.0,
38.0,Bilal Powell,24.0,NYJ,RB,14.0,2.0,110.0,437.0,4.0,24.0,46.4,18.0,4.0,31.2,7.9,0.0,
39.0,Isaac Redman,28.0,PIT,RB,14.0,5.0,110.0,410.0,2.0,28.0,40.9,28.0,3.7,29.3,7.9,3.0,
40.0,LaRod Stephens-Howling,25.0,ARI,RB,14.0,5.0,110.0,356.0,4.0,15.0,32.7,52.0,3.2,25.4,7.9,0.0,
41.0,Donald Brown,25.0,IND,RB,10.0,4.0,108.0,417.0,1.0,23.0,43.5,19.0,3.9,41.7,10.8,0.0,
42.0,Bernard Pierce,21.0,BAL,RB,16.0,0.0,108.0,532.0,1.0,24.0,45.4,78.0,4.9,33.3,6.8,0.0,
43.0,Pierre Thomas,28.0,NOR,RB,15.0,4.0,105.0,473.0,1.0,17.0,52.4,48.0,4.5,31.5,7.0,0.0,
44.0,Rashad Jennings,27.0,JAX,RB,10.0,6.0,101.0,283.0,2.0,16.0,37.6,21.0,2.8,28.3,10.1,3.0,
45.0,Daryl Richardson,22.0,STL,RB,16.0,0.0,98.0,475.0,0.0,22.0,42.9,53.0,4.8,29.7,6.1,3.0,
46.0,Jackie Battle,29.0,SDG,RB,16.0,5.0,95.0,311.0,3.0,19.0,34.7,52.0,3.3,19.4,5.9,0.0,
47.0,Jacquizz Rodgers,22.0,ATL,RB,16.0,0.0,94.0,362.0,1.0,16.0,36.2,43.0,3.9,22.6,5.9,0.0,
48.0,Russell Wilson,24.0,SEA,QB,16.0,16.0,94.0,489.0,4.0,29.0,55.3,25.0,5.2,30.6,5.9,6.0,"PB,AP ORoY-3"
49.0,Jonathan Stewart,25.0,CAR,RB,9.0,6.0,93.0,336.0,1.0,15.0,38.7,21.0,3.6,37.3,10.3,2.0,
50.0,Daniel Thomas,25.0,MIA,RB,12.0,0.0,91.0,325.0,4.0,15.0,50.5,20.0,3.6,27.1,7.6,3.0,
51.0,Beanie Wells,24.0,ARI,RB,8.0,7.0,88.0,234.0,5.0,11.0,34.1,31.0,2.7,29.3,11.0,1.0,
52.0,Maurice Jones-Drew,27.0,JAX,RB,6.0,5.0,86.0,414.0,1.0,21.0,46.5,59.0,4.8,69.0,14.3,2.0,
53.0,Peyton Hillis,26.0,KAN,RB,13.0,2.0,85.0,309.0,1.0,19.0,41.2,18.0,3.6,23.8,6.5,2.0,
54.0,Ronnie Hillman,21.0,DEN,RB,14.0,0.0,85.0,330.0,1.0,19.0,48.2,31.0,3.9,23.6,6.1,2.0,
55.0,Joique Bell,26.0,DET,RB,16.0,0.0,82.0,414.0,3.0,16.0,52.4,67.0,5.0,25.9,5.1,2.0,
56.0,Robert Turbin,23.0,SEA,RB,16.0,0.0,80.0,354.0,0.0,16.0,42.5,26.0,4.4,22.1,5.0,0.0,
57.0,Danny Woodhead,27.0,NWE,RB,16.0,2.0,76.0,301.0,4.0,20.0,52.6,19.0,4.0,18.8,4.8,1.0,
58.0,Andre Brown,26.0,NYG,RB,10.0,2.0,73.0,385.0,8.0,26.0,63.0,31.0,5.3,38.5,7.3,0.0,
59.0,Kendall Hunter,24.0,SFO,RB,11.0,0.0,72.0,371.0,2.0,18.0,55.6,26.0,5.2,33.7,6.5,1.0,
60.0,Cedric Benson,30.0,GNB,RB,5.0,5.0,71.0,248.0,1.0,10.0,49.3,11.0,3.5,49.6,14.2,1.0,
61.0,James Starks,26.0,GNB,RB,6.0,2.0,71.0,255.0,1.0,13.0,46.5,22.0,3.6,42.5,11.8,1.0,
62.0,David Wilson,21.0,NYG,RB,16.0,2.0,71.0,358.0,4.0,17.0,38.0,52.0,5.0,22.4,4.4,1.0,AP-2
63.0,Montario Hardesty,25.0,CLE,RB,13.0,1.0,65.0,271.0,1.0,12.0,40.0,25.0,4.2,20.8,5.0,2.0,
64.0,Ben Tate,24.0,HOU,RB,11.0,0.0,65.0,279.0,2.0,18.0,49.2,25.0,4.3,25.4,5.9,1.0,
65.0,Justin Forsett,27.0,HOU,RB,16.0,0.0,63.0,374.0,1.0,14.0,47.6,81.0,5.9,23.4,3.9,0.0,
66.0,Colin Kaepernick,25.0,SFO,QB,13.0,7.0,63.0,415.0,5.0,20.0,47.6,50.0,6.6,31.9,4.8,9.0,
67.0,Andrew Luck,23.0,IND,QB,16.0,16.0,62.0,255.0,5.0,24.0,53.2,19.0,4.1,15.9,3.9,10.0,"PB,AP ORoY-2"
68.0,Shane Vereen,23.0,NWE,RB,13.0,1.0,62.0,251.0,3.0,15.0,51.6,16.0,4.0,19.3,4.8,1.0,
69.0,Michael Vick,32.0,PHI,QB,10.0,10.0,62.0,332.0,1.0,20.0,58.1,20.0,5.4,33.2,6.2,11.0,
70.0,Christian Ponder,24.0,MIN,QB,16.0,16.0,60.0,253.0,2.0,12.0,33.3,29.0,4.2,15.8,3.8,7.0,
71.0,William Powell,24.0,ARI,RB,13.0,1.0,60.0,217.0,0.0,10.0,40.0,17.0,3.6,16.7,4.6,2.0,
72.0,Shaun Draughn,25.0,KAN,RB,16.0,0.0,59.0,233.0,2.0,16.0,47.5,25.0,3.9,14.6,3.7,2.0,
73.0,Marcel Reece,27.0,OAK,RB,16.0,14.0,59.0,271.0,0.0,16.0,54.2,17.0,4.6,16.9,3.7,2.0,PB
74.0,Ryan Williams,22.0,ARI,RB,5.0,3.0,58.0,164.0,0.0,8.0,32.8,25.0,2.8,32.8,11.6,2.0,
75.0,Brandon Bolden,22.0,NWE,RB,10.0,0.0,56.0,274.0,2.0,18.0,53.6,27.0,4.9,27.4,5.6,0.0,
76.0,Aaron Rodgers,29.0,GNB,QB,16.0,16.0,54.0,259.0,2.0,20.0,44.4,27.0,4.8,16.2,3.4,5.0,"PB,AP-2,AP OPoY-3"
77.0,Mike Tolbert,27.0,CAR,RB,16.0,5.0,54.0,183.0,7.0,23.0,61.1,13.0,3.4,11.4,3.4,0.0,
78.0,Rashard Mendenhall,25.0,PIT,RB,6.0,4.0,51.0,182.0,0.0,9.0,45.1,20.0,3.6,30.3,8.5,3.0,
79.0,Lamar Miller,21.0,MIA,RB,13.0,1.0,51.0,250.0,1.0,12.0,51.0,28.0,4.9,19.2,3.9,0.0,
80.0,Toby Gerhart,25.0,MIN,RB,16.0,0.0,50.0,169.0,1.0,11.0,38.0,22.0,3.4,10.6,3.1,2.0,
81.0,Ryan Tannehill,24.0,MIA,QB,16.0,16.0,49.0,211.0,2.0,16.0,42.9,31.0,4.3,13.2,3.1,9.0,
82.0,Ryan Fitzpatrick,30.0,BUF,QB,16.0,16.0,48.0,197.0,1.0,9.0,35.4,20.0,4.1,12.3,3.0,8.0,
83.0,Darren Sproles,29.0,NOR,RB,13.0,6.0,48.0,244.0,1.0,10.0,41.7,47.0,5.1,18.8,3.7,0.0,
84.0,Tashard Choice,28.0,BUF,RB,12.0,0.0,47.0,193.0,1.0,9.0,40.4,22.0,4.1,16.1,3.9,0.0,
85.0,Andy Dalton,25.0,CIN,QB,16.0,16.0,47.0,120.0,4.0,14.0,38.3,17.0,2.6,7.5,2.9,4.0,
86.0,Ronnie Brown,31.0,SDG,RB,14.0,1.0,46.0,220.0,0.0,12.0,41.3,21.0,4.8,15.7,3.3,0.0,
87.0,Lance Ball,27.0,DEN,RB,15.0,0.0,42.0,158.0,1.0,11.0,31.0,22.0,3.8,10.5,2.8,1.0,
88.0,Montell Owens,28.0,JAX,RB,13.0,4.0,42.0,209.0,1.0,10.0,54.8,32.0,5.0,16.1,3.2,0.0,
89.0,LeGarrette Blount,26.0,TAM,RB,13.0,0.0,41.0,151.0,2.0,7.0,36.6,35.0,3.7,11.6,3.2,0.0,
90.0,Jay Cutler,29.0,CHI,QB,15.0,15.0,41.0,233.0,0.0,15.0,51.2,24.0,5.7,15.5,2.7,8.0,
91.0,Jake Locker,24.0,TEN,QB,11.0,11.0,41.0,291.0,1.0,14.0,48.8,32.0,7.1,26.5,3.7,4.0,
92.0,Chris Ivory,24.0,NOR,RB,6.0,2.0,40.0,217.0,2.0,7.0,47.5,56.0,5.4,36.2,6.7,0.0,
93.0,Jalen Parmele,27.0,JAX,RB,11.0,2.0,40.0,143.0,0.0,9.0,32.5,28.0,3.6,13.0,3.6,0.0,
94.0,Curtis Brinkley,27.0,SDG,RB,10.0,1.0,39.0,115.0,0.0,8.0,41.0,13.0,2.9,11.5,3.9,1.0,
95.0,Josh Freeman,24.0,TAM,QB,16.0,16.0,39.0,139.0,0.0,16.0,46.2,13.0,3.6,8.7,2.4,10.0,
96.0,Kevin Smith,26.0,DET,RB,12.0,2.0,37.0,134.0,1.0,5.0,43.2,19.0,3.6,11.2,3.1,0.0,
97.0,Sam Bradford,25.0,STL,QB,16.0,16.0,36.0,124.0,1.0,8.0,33.3,21.0,3.4,7.8,2.3,7.0,
98.0,Cedric Peerman,26.0,CIN,RB,14.0,1.0,36.0,258.0,1.0,10.0,52.8,48.0,7.2,18.4,2.6,0.0,
99.0,Mike Goodson,25.0,OAK,RB,12.0,0.0,35.0,221.0,0.0,6.0,42.9,43.0,6.3,18.4,2.9,0.0,
100.0,Matthew Stafford,24.0,DET,QB,16.0,16.0,35.0,126.0,4.0,12.0,51.4,11.0,3.6,7.9,2.2,6.0,
101.0,DuJuan Harris,24.0,GNB,RB,4.0,2.0,34.0,157.0,2.0,8.0,41.2,21.0,4.6,39.3,8.5,0.0,
102.0,Matt Ryan,27.0,ATL,QB,16.0,16.0,34.0,141.0,1.0,8.0,44.1,16.0,4.1,8.8,2.1,3.0,PB
103.0,Brian Leonard,28.0,CIN,RB,15.0,0.0,33.0,106.0,0.0,7.0,42.4,11.0,3.2,7.1,2.2,0.0,
104.0,Delone Carter,25.0,IND,RB,10.0,0.0,32.0,122.0,3.0,11.0,59.4,20.0,3.8,12.2,3.2,1.0,
105.0,Joe Flacco,27.0,BAL,QB,16.0,16.0,32.0,22.0,3.0,11.0,34.4,16.0,0.7,1.4,2.0,9.0,
106.0,Tim Tebow,25.0,NYJ,QB,12.0,2.0,32.0,102.0,0.0,10.0,40.6,22.0,3.2,8.5,2.7,0.0,
107.0,Ryan Grant,30.0,2TM,RB,5.0,1.0,32.0,132.0,2.0,8.0,37.5,18.0,4.1,26.4,6.4,1.0,
107.0,Ryan Grant,30.0,WAS,RB,1.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,0.0,
107.0,Ryan Grant,30.0,GNB,RB,4.0,1.0,31.0,127.0,2.0,8.0,38.7,18.0,4.1,31.8,7.8,1.0,
108.0,Alex Smith,28.0,SFO,QB,10.0,9.0,31.0,132.0,0.0,6.0,45.2,24.0,4.3,13.2,3.1,4.0,
109.0,Joe McKnight,24.0,NYJ,RB,15.0,0.0,30.0,179.0,0.0,7.0,50.0,61.0,6.0,11.9,2.0,3.0,
110.0,Tony Romo,32.0,DAL,QB,16.0,16.0,30.0,49.0,1.0,6.0,30.0,15.0,1.6,3.1,1.9,6.0,
111.0,Kahlil Bell,26.0,2TM,RB,7.0,0.0,29.0,76.0,0.0,4.0,27.6,18.0,2.6,10.9,4.1,1.0,
111.0,Kahlil Bell,26.0,CHI,RB,4.0,0.0,29.0,76.0,0.0,4.0,27.6,18.0,2.6,19.0,7.3,0.0,
111.0,Kahlil Bell,26.0,NYJ,RB,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
112.0,Armando Allen,23.0,CHI,RB,15.0,0.0,27.0,124.0,1.0,6.0,40.7,46.0,4.6,8.3,1.8,0.0,
113.0,Matt Cassel,30.0,KAN,QB,9.0,8.0,27.0,145.0,1.0,12.0,55.6,21.0,5.4,16.1,3.0,9.0,
114.0,LaMichael James,23.0,SFO,RB,4.0,0.0,27.0,125.0,0.0,10.0,40.7,26.0,4.6,31.3,6.8,1.0,
115.0,Philip Rivers,31.0,SDG,QB,16.0,16.0,27.0,40.0,0.0,2.0,14.8,11.0,1.5,2.5,1.7,15.0,
116.0,Brandon Weeden,29.0,CLE,QB,15.0,15.0,27.0,111.0,0.0,12.0,51.9,25.0,4.1,7.4,1.8,6.0,
117.0,Chris Rainey,24.0,PIT,RB,16.0,0.0,26.0,102.0,2.0,5.0,50.0,19.0,3.9,6.4,1.6,4.0,
118.0,Ben Roethlisberger,30.0,PIT,QB,13.0,13.0,26.0,92.0,0.0,5.0,42.3,14.0,3.5,7.1,2.0,6.0,
119.0,Baron Batch,25.0,PIT,RB,12.0,0.0,25.0,49.0,1.0,4.0,24.0,10.0,2.0,4.1,2.1,0.0,
120.0,Jeremy Stewart,23.0,OAK,RB,4.0,0.0,25.0,101.0,0.0,3.0,36.0,14.0,4.0,25.3,6.3,0.0,
121.0,Phillip Tanner,24.0,DAL,RB,14.0,0.0,25.0,61.0,0.0,4.0,36.0,9.0,2.4,4.4,1.8,0.0,
122.0,Tom Brady,35.0,NWE,QB,16.0,16.0,23.0,32.0,4.0,12.0,56.5,7.0,1.4,2.0,1.4,2.0,"PB,AP OPoY-3"
123.0,John Kuhn,30.0,GNB,FB,14.0,3.0,23.0,63.0,1.0,4.0,39.1,9.0,2.7,4.5,1.6,0.0,
124.0,Peyton Manning,36.0,DEN,QB,16.0,16.0,23.0,6.0,0.0,2.0,17.4,10.0,0.3,0.4,1.4,2.0,"PB,AP-1,AP MVP-2,AP OPoY-2,AP CPoY-1"
125.0,Richard Murphy,26.0,JAX,RB,5.0,0.0,23.0,92.0,0.0,3.0,52.2,14.0,4.0,18.4,4.6,0.0,
126.0,Evan Royster,25.0,WAS,RB,16.0,0.0,23.0,88.0,2.0,8.0,43.5,12.0,3.8,5.5,1.4,0.0,
127.0,Leon Washington,30.0,SEA,RB,16.0,0.0,23.0,83.0,1.0,3.0,21.7,14.0,3.6,5.2,1.4,2.0,PB
128.0,Percy Harvin,24.0,MIN,WR,9.0,8.0,22.0,96.0,1.0,7.0,54.5,20.0,4.4,10.7,2.4,2.0,
129.0,Mark Sanchez,26.0,NYJ,QB,15.0,15.0,22.0,28.0,0.0,3.0,27.3,8.0,1.3,1.9,1.5,14.0,
130.0,Anthony Dixon,25.0,SFO,RB,16.0,0.0,21.0,78.0,2.0,3.0,61.9,9.0,3.7,4.9,1.3,0.0,
131.0,Lance Dunbar,22.0,DAL,RB,12.0,0.0,21.0,75.0,0.0,5.0,52.4,18.0,3.6,6.3,1.8,1.0,
132.0,Matt Schaub,31.0,HOU,QB,16.0,16.0,21.0,-9.0,0.0,0.0,0.0,8.0,-0.4,-0.6,1.3,4.0,PB
133.0,Eli Manning,31.0,NYG,QB,16.0,16.0,20.0,30.0,0.0,2.0,20.0,13.0,1.5,1.9,1.3,5.0,PB
134.0,Jamie Harper,23.0,TEN,RB,10.0,0.0,19.0,30.0,3.0,4.0,36.8,13.0,1.6,3.0,1.9,0.0,
135.0,Chad Henne,27.0,JAX,QB,10.0,6.0,19.0,64.0,1.0,6.0,36.8,15.0,3.4,6.4,1.9,4.0,
136.0,Brady Quinn,28.0,KAN,QB,10.0,8.0,19.0,66.0,0.0,2.0,42.1,12.0,3.5,6.6,1.9,1.0,
137.0,Blaine Gabbert,23.0,JAX,QB,10.0,10.0,18.0,56.0,0.0,7.0,55.6,10.0,3.1,5.6,1.8,5.0,
138.0,Carson Palmer,33.0,OAK,QB,15.0,15.0,18.0,36.0,1.0,7.0,50.0,9.0,2.0,2.4,1.2,7.0,
139.0,Jason Snelling,29.0,ATL,RB,16.0,2.0,18.0,63.0,0.0,3.0,38.9,11.0,3.5,3.9,1.1,1.0,
140.0,Jacob Hester,27.0,DEN,RB,3.0,0.0,17.0,81.0,2.0,5.0,29.4,18.0,4.8,27.0,5.7,0.0,
141.0,Keith Toston,25.0,JAX,RB,5.0,1.0,17.0,74.0,0.0,2.0,52.9,14.0,4.4,14.8,3.4,0.0,
142.0,Anthony Allen,24.0,BAL,RB,16.0,0.0,16.0,61.0,1.0,4.0,43.8,20.0,3.8,3.8,1.0,0.0,
143.0,Kevin Kolb,28.0,ARI,QB,6.0,5.0,16.0,100.0,1.0,7.0,56.3,22.0,6.3,16.7,2.7,2.0,
144.0,Darius Reynaud,28.0,TEN,WR,16.0,0.0,16.0,33.0,0.0,1.0,12.5,11.0,2.1,2.1,1.0,1.0,
145.0,Drew Brees,33.0,NOR,QB,16.0,16.0,15.0,5.0,1.0,2.0,13.3,11.0,0.3,0.3,0.9,5.0,PB
146.0,Le'Ron McClain,28.0,SDG,FB,16.0,9.0,14.0,42.0,0.0,2.0,35.7,17.0,3.0,2.6,0.9,0.0,
147.0,Brad Smith,29.0,BUF,WR/QB,15.0,2.0,14.0,116.0,1.0,8.0,78.6,35.0,8.3,7.7,0.9,1.0,
148.0,Tyrod Taylor,23.0,BAL,QB,7.0,0.0,14.0,73.0,1.0,5.0,57.1,28.0,5.2,10.4,2.0,0.0,
149.0,Darrel Young,25.0,WAS,FB,16.0,8.0,14.0,60.0,0.0,7.0,57.1,16.0,4.3,3.8,0.9,0.0,
150.0,Matt Hasselbeck,37.0,TEN,QB,8.0,5.0,13.0,38.0,0.0,2.0,23.1,16.0,2.9,4.8,1.6,3.0,
151.0,Jorvorskie Lane,25.0,MIA,FB,16.0,5.0,13.0,13.0,2.0,5.0,38.5,4.0,1.0,0.8,0.8,3.0,
152.0,Dion Lewis,22.0,PHI,RB,9.0,0.0,13.0,69.0,1.0,6.0,53.8,17.0,5.3,7.7,1.4,0.0,
153.0,Mewelde Moore,30.0,IND,RB,9.0,0.0,13.0,20.0,0.0,1.0,30.8,6.0,1.5,2.2,1.4,1.0,
154.0,Dexter McCluster,23.0,KAN,RB,16.0,6.0,12.0,70.0,0.0,4.0,58.3,19.0,5.8,4.4,0.8,2.0,
155.0,Michael Robinson,29.0,SEA,FB,16.0,6.0,12.0,49.0,0.0,10.0,83.3,29.0,4.1,3.1,0.8,0.0,
156.0,Nick Foles,23.0,PHI,QB,7.0,6.0,11.0,42.0,1.0,6.0,45.5,14.0,3.8,6.0,1.6,8.0,
157.0,Danny Ware,27.0,TAM,RB,16.0,1.0,11.0,51.0,0.0,5.0,45.5,17.0,4.6,3.2,0.7,0.0,
158.0,Randall Cobb,22.0,GNB,WR,15.0,8.0,10.0,132.0,0.0,7.0,90.0,28.0,13.2,8.8,0.7,4.0,
159.0,Isaiah Pead,23.0,STL,RB,15.0,1.0,10.0,54.0,0.0,2.0,60.0,19.0,5.4,3.6,0.7,2.0,
160.0,Terrelle Pryor,23.0,OAK,QB,3.0,1.0,10.0,51.0,1.0,4.0,60.0,9.0,5.1,17.0,3.3,0.0,
161.0,Vonta Leach,31.0,BAL,FB,16.0,13.0,9.0,32.0,1.0,3.0,88.9,6.0,3.6,2.0,0.6,0.0,"PB,AP-1"
162.0,Kregg Lumpkin,28.0,NYG,RB,5.0,0.0,9.0,42.0,0.0,2.0,33.3,22.0,4.7,8.4,1.8,1.0,
163.0,Lex Hilliard,28.0,2TM,RB,14.0,9.0,9.0,33.0,0.0,5.0,77.8,9.0,3.7,2.4,0.6,0.0,
163.0,Lex Hilliard,28.0,NWE,RB,2.0,0.0,1.0,2.0,0.0,1.0,100.0,2.0,2.0,1.0,0.5,0.0,
163.0,Lex Hilliard,28.0,NYJ,FB,12.0,9.0,8.0,31.0,0.0,4.0,75.0,9.0,3.9,2.6,0.7,0.0,
164.0,Nate Burleson,31.0,DET,WR,6.0,5.0,8.0,48.0,0.0,2.0,62.5,16.0,6.0,8.0,1.3,0.0,
165.0,Brandon Jackson,27.0,CLE,RB,2.0,0.0,8.0,54.0,0.0,2.0,50.0,25.0,6.8,27.0,4.0,0.0,
166.0,Ryan Mallett,24.0,NWE,QB,4.0,0.0,8.0,-9.0,0.0,0.0,0.0,-1.0,-1.1,-2.3,2.0,0.0,
167.0,Greg McElroy,24.0,NYJ,QB,2.0,1.0,8.0,30.0,0.0,3.0,25.0,15.0,3.8,15.0,4.0,1.0,
168.0,Chris Ogbonnaya,26.0,CLE,RB,15.0,1.0,8.0,30.0,0.0,1.0,50.0,9.0,3.8,2.0,0.5,1.0,
169.0,Brock Osweiler,22.0,DEN,QB,5.0,0.0,8.0,-13.0,0.0,0.0,0.0,-1.0,-1.6,-2.6,1.6,0.0,
170.0,Bernard Scott,28.0,CIN,RB,2.0,0.0,8.0,35.0,0.0,2.0,37.5,29.0,4.4,17.5,4.0,0.0,
171.0,Johnny White,24.0,BUF,RB,3.0,0.0,8.0,34.0,0.0,1.0,50.0,9.0,4.3,11.3,2.7,0.0,
172.0,Brandon Banks,25.0,WAS,WR,12.0,0.0,7.0,36.0,0.0,2.0,42.9,21.0,5.1,3.0,0.6,4.0,
173.0,Antonio Brown,24.0,PIT,WR,13.0,10.0,7.0,24.0,0.0,2.0,71.4,13.0,3.4,1.8,0.5,4.0,
174.0,Jason Campbell,31.0,CHI,QB,6.0,1.0,7.0,28.0,0.0,1.0,28.6,13.0,4.0,4.7,1.2,2.0,
175.0,Cyrus Gray,23.0,KAN,RB,10.0,0.0,7.0,44.0,0.0,3.0,85.7,15.0,6.3,4.4,0.7,0.0,
176.0,Mike Thomas,25.0,2TM,WR,16.0,4.0,7.0,57.0,0.0,3.0,71.4,22.0,8.1,3.6,0.4,1.0,
176.0,Mike Thomas,25.0,JAX,WR,7.0,3.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.1,0.1,1.0,
176.0,Mike Thomas,25.0,DET,WR,9.0,1.0,6.0,58.0,0.0,3.0,83.3,22.0,9.7,6.4,0.7,0.0,
177.0,Travis Benjamin,23.0,CLE,WR,14.0,3.0,6.0,66.0,0.0,3.0,50.0,35.0,11.0,4.7,0.4,1.0,
178.0,Josh Cribbs,29.0,CLE,WR,16.0,2.0,6.0,42.0,0.0,2.0,50.0,16.0,7.0,2.6,0.4,6.0,PB
179.0,Stanley Havili,25.0,PHI,RB,15.0,2.0,6.0,22.0,1.0,1.0,50.0,8.0,3.7,1.5,0.4,0.0,
180.0,Andrew Hawkins,26.0,CIN,WR,14.0,2.0,6.0,30.0,0.0,2.0,33.3,11.0,5.0,2.1,0.4,1.0,
